Timestamp_(ms),Type,step,value_1,value_2,value_3,GroundTruth,value_4,value_5,turns,Time_Seconds,Is_Turn,Corrected_Heading
1740465136019,Gyro,58.5,0.0388453868784892,-2.5367042769695543,317.0133346845336,0.0,0.0,0.0,2,1740465136.019,False,288.6793398564054
1740465136203,Gyro,59.0,0.0280905963054262,-10.66068128375272,316.22336745995045,0.0,0.0,0.0,2,1740465136.203,False,290.7144503162789
1740465136423,Gyro,59.5,0.0518351608685185,-22.60222856104909,314.3525713370345,0.0,0.0,0.0,2,1740465136.423,False,294.2817294357773
1740465136929,Gyro,60.0,0.0607086988361549,-35.89023106083645,311.2999583981656,0.0,0.0,0.0,2,1740465136.929,False,299.32074973308494
1740465137065,Gyro,60.5,0.0516992040296823,-47.08731295156859,308.39722694997994,0.0,0.0,0.0,2,1740465137.065,False,305.5456298484888
1740465145119,Gyro,61.0,0.0249972881254655,-55.65925419519386,305.16010183719806,0.0,0.0,0.0,2,1740465145.119,False,315.7909912401724
1740465145508,Gyro,61.5,0.0275372628882965,-61.89524374496496,302.7269676560931,0.0,0.0,0.0,2,1740465145.508,False,323.35161640094424
1740465145765,Gyro,62.0,-0.010520632925531,-65.61306438185606,301.80374429878685,0.0,0.0,0.0,2,1740465145.765,False,327.50803646190064
1740465146305,Gyro,62.5,-0.0435261588949651,-66.21775765277792,302.7222313599179,0.0,0.0,0.0,2,1740465146.305,False,329.29247139525677
1740465146444,Gyro,63.0,-0.059805664998757,-64.28126581533107,304.16998959136606,0.0,0.0,0.0,2,1740465146.444,False,330.1581873442784
1740465146805,Gyro,63.5,-0.0473813140979726,-60.55043816595223,306.4234586237296,0.0,0.0,0.0,2,1740465146.805,False,329.42421551283354
1740465147046,Gyro,64.0,-0.0492561442414835,-54.95292720483754,308.24246081725687,0.0,0.0,0.0,2,1740465147.046,False,326.43022858817113
1740465151538,Gyro,64.5,-0.0697606204641051,-46.819757592006646,312.0086653579564,0.0,0.0,0.0,3,1740465151.538,False,319.86250461760545
1740465152067,Gyro,65.0,-0.0677733357916631,-36.307469221215655,315.5139845406958,0.0,0.0,0.0,3,1740465152.067,False,317.97563237618203
1740465152272,Gyro,65.5,-0.0975762849283088,-23.880012132118058,328.39865817260153,0.0,0.0,0.0,3,1740465152.272,False,315.9721085610032
1740465152706,Gyro,66.0,-0.1062489369946702,-9.37023190621106,337.92712313173837,0.0,0.0,0.0,3,1740465152.706,True,314.54985566686037
1740465154048,Gyro,66.5,-0.1230435130754154,0.3603992462896459,334.1007524681229,0.0,0.0,0.0,3,1740465154.048,False,314.06645174320425
1740465154205,Gyro,67.0,-0.0859095521829673,8.805689718175786,331.2652131938503,0.0,0.0,0.0,3,1740465154.205,False,314.6276881475926
1740465154625,Gyro,67.5,-0.0573306685018626,15.1030324264137,328.7879689244812,0.0,0.0,0.0,3,1740465154.625,False,316.37214145296434
1740465154744,Gyro,68.0,-0.0587102551280476,19.39638972177161,334.78939354363774,0.0,0.0,0.0,3,1740465154.744,False,319.2771782564336
1740465155345,Gyro,68.5,-0.0597755451227518,21.612200366590148,328.2213713664557,0.0,0.0,0.0,4,1740465155.345,False,317.6524649008037
1740465155625,Gyro,69.0,-0.0069901357643019,21.004441190225325,330.5649803269003,0.0,0.0,0.0,4,1740465155.625,False,314.3355096004691
1740465155785,Gyro,69.5,0.0206844848282116,17.163415752337166,328.36340770185944,0.0,0.0,0.0,4,1740465155.785,False,310.51521977035515
1740465156144,Gyro,70.0,0.016607438518143,14.681683973487894,323.7534911572371,0.0,0.0,0.0,4,1740465156.144,False,306.4155332964878
1740465156491,Gyro,70.5,0.0079154755024517,14.177232736188127,317.59673644654737,0.0,0.0,0.0,4,1740465156.491,True,300.8493182018096
1740465156725,Gyro,71.0,-0.0023041054529257,14.01683843609006,309.7817379797283,0.0,0.0,0.0,4,1740465156.725,False,293.82831123508686
1740465156924,Gyro,71.5,0.0114100010565543,13.747959237986109,300.7502738215067,0.0,0.0,0.0,4,1740465156.924,False,285.25484460880045
1740465157267,Gyro,72.0,-0.0195460892368418,13.660327548545112,291.09097655769517,0.0,0.0,0.0,4,1740465157.267,False,276.0685442894165
1740465157505,Gyro,72.5,-0.0263639549174563,13.780411958483,281.0083710460902,0.0,0.0,0.0,4,1740465157.505,True,265.9534429600592
1740465157766,Gyro,73.0,-0.0334831854470411,13.701711001634358,270.4065613272279,0.0,0.0,0.0,4,1740465157.766,False,256.0138682291739
1740465158051,Gyro,73.5,-0.019745381123733,13.18350070055558,260.1592815756752,0.0,0.0,0.0,4,1740465158.051,False,245.8285767557977
1740465158305,Gyro,74.0,-0.0338702482956844,12.90207418339311,250.5246270774733,0.0,0.0,0.0,4,1740465158.305,False,235.37717935074028
1740465158585,Gyro,74.5,-0.025013139410101,18.064515899313292,238.56328734880393,0.0,0.0,0.0,4,1740465158.585,True,224.87074689864053
1740465158865,Gyro,75.0,-0.0231053419968941,19.95453844001285,229.9545926479214,0.0,0.0,0.0,4,1740465158.865,False,215.8582655755824
1740465159125,Gyro,75.5,-0.0310179263855831,19.31914607159181,227.52425683556444,0.0,0.0,0.0,4,1740465159.125,False,207.82251238203472
1740465159406,Gyro,76.0,-0.0461592061551155,17.061326210199223,216.76075641385813,0.0,0.0,0.0,4,1740465159.406,False,200.52420790058662
1740465159707,Gyro,76.5,-0.0358679656435105,13.052995854527484,205.3016805590037,0.0,0.0,0.0,4,1740465159.707,True,197.83326150212255
1740465159986,Gyro,77.0,-0.0262128802960114,6.9105185570447185,206.16635251389093,0.0,0.0,0.0,4,1740465159.986,False,198.76809457294289
1740465160270,Gyro,77.5,-0.0356783601227521,-0.5992643203661138,211.72150845047145,0.0,0.0,0.0,4,1740465160.27,False,203.1301645943205
1740465160506,Gyro,78.0,-0.0507179307520033,-8.770651457992694,222.1081636645936,0.0,0.0,0.0,4,1740465160.506,False,211.26849971318154
1740465160885,Gyro,78.5,-0.0421870698204571,-17.670541478260656,224.1855143478234,0.0,0.0,0.0,4,1740465160.885,True,223.17474672297595
1740465161045,Gyro,79.0,-0.0304104585165017,-27.34410826119614,239.5201134684509,0.0,0.0,0.0,4,1740465161.045,False,238.6598501119963
1740465167329,Gyro,79.5,-0.050471240386884,-36.944871302059056,247.04989601503465,0.0,0.0,0.0,4,1740465167.329,False,256.4998308636099
1740465167706,Gyro,80.0,-0.0558802871797247,-46.16170230042443,254.40838057207935,0.0,0.0,0.0,4,1740465167.706,False,272.79641106214854
1740465167924,Gyro,80.5,-0.0511642702876358,-54.90010200065316,262.09309654788836,0.0,0.0,0.0,4,1740465167.924,False,286.36381178502893
1740465168126,Gyro,81.0,-0.0592298910473284,-63.16786654952525,269.4221634847957,0.0,0.0,0.0,4,1740465168.126,True,297.5482797571857
1740465168486,Gyro,81.5,-0.0606503593679234,-70.3586895377566,276.5603034030696,0.0,0.0,0.0,4,1740465168.486,False,306.15896870611374
1740465168870,Gyro,82.0,-0.0620063659519378,-76.18668532298048,282.67449914023854,0.0,0.0,0.0,4,1740465168.87,False,312.4734618696405
1740465169064,Gyro,82.5,-0.0580546501063346,-80.48478146224161,287.83296709054906,0.0,0.0,0.0,4,1740465169.064,False,316.98048910729426
1740465169444,Gyro,83.0,-0.0740133105225162,-82.88814517718112,291.58063731938194,0.0,0.0,0.0,4,1740465169.444,True,319.50176443539107
1740465169649,Gyro,83.5,-0.0738052092926699,-83.06100162863582,293.85833199084317,0.0,0.0,0.0,5,1740465169.649,False,322.21975966994853
1740465169927,Gyro,84.0,-0.0948820850947945,-79.95065591467704,294.346114066685,0.0,0.0,0.0,5,1740465169.927,False,324.0798039006413
1740465170165,Gyro,84.5,-0.0904980979462166,-74.22728109676277,292.3892973161129,0.0,0.0,0.0,5,1740465170.165,False,325.1715998181677
1740465170427,Gyro,85.0,-0.100548812879953,-74.08039712978008,293.9890458221606,0.0,0.0,0.0,5,1740465170.427,False,325.59880884285286
1740465170747,Gyro,85.5,-0.104001705708361,-73.70737623373563,295.0237500915296,0.0,0.0,0.0,5,1740465170.747,False,325.5167278596478
1740465171104,Gyro,86.0,-0.0944599171002865,-73.66626833082618,295.63514418437046,0.0,0.0,0.0,5,1740465171.104,False,325.026026620288
1740465171325,Gyro,86.5,-0.0711061748268968,-74.14529708695564,295.23074852565844,0.0,0.0,0.0,5,1740465171.325,False,324.19839935517354
1740465171692,Gyro,87.0,-0.0647543877930623,-74.88523116835478,293.95951913696933,0.0,0.0,0.0,5,1740465171.692,False,323.1438311232743
1740465171885,Gyro,87.5,-0.0456224688212743,-75.19813777345448,292.30907597253656,0.0,0.0,0.0,5,1740465171.885,False,321.86337275124095
1740465172292,Gyro,88.0,-0.0408773441501727,-75.5929273337683,290.3899703170936,0.0,0.0,0.0,5,1740465172.292,False,320.3317358017111
1740465172426,Gyro,88.5,-0.0228333604736839,-76.20817846976044,288.1324212585778,0.0,0.0,0.0,5,1740465172.426,False,318.2145304059193
1740465172804,Gyro,89.0,-0.0248951131884599,-76.68197478881896,285.7300193527263,0.0,0.0,0.0,5,1740465172.804,False,315.9975592618319
1740465173045,Gyro,89.5,-0.0144506495753512,-76.78665013827957,283.37089814971876,0.0,0.0,0.0,5,1740465173.045,False,313.81453569551013
1740465173386,Gyro,90.0,-0.0048128999321673,-76.70445588852475,281.74676070610974,0.0,0.0,0.0,5,1740465173.386,False,311.83760619417234
1740465173666,Gyro,90.5,0.0126432695724091,-76.85669690388924,280.0181573847629,0.0,0.0,0.0,5,1740465173.666,False,310.1776193428744
1740465173924,Gyro,91.0,0.0181449756554427,-76.9713872111792,278.83609446877733,0.0,0.0,0.0,5,1740465173.924,False,308.9433518734527
1740465174255,Gyro,91.5,0.0307320330382474,-76.74420119810304,277.4534395063713,0.0,0.0,0.0,5,1740465174.255,False,308.176293842755
1740465174486,Gyro,92.0,0.0381353662239289,-76.49520022719751,277.3391106570741,0.0,0.0,0.0,5,1740465174.486,False,307.81939177393366
1740465174787,Gyro,92.5,0.0388361296662303,-76.48682851748846,277.25457242562595,0.0,0.0,0.0,5,1740465174.787,False,307.78020969984635
1740465175049,Gyro,93.0,0.0216722971238964,-76.12892621739039,277.78113546910424,0.0,0.0,0.0,5,1740465175.049,False,308.02748751402845
1740465175346,Gyro,93.5,0.0346593047182081,-75.55210467571011,278.7309176789767,0.0,0.0,0.0,5,1740465175.346,False,308.3878822160313
1740465175624,Gyro,94.0,0.0244034754946057,-74.82369488492881,279.7747199346158,0.0,0.0,0.0,5,1740465175.624,False,308.84430445541796
1740465175864,Gyro,94.5,0.0284702006456355,-74.7073490774754,280.1770634913337,0.0,0.0,0.0,5,1740465175.864,False,309.29968887039854
