Time (s),Gyro Heading (°),Ground Truth Heading (°),Heading Error (°),Is_Turn,Corrected_Heading,Corrected_Error
102.14,12.04,7.6,4.44,False,12.04,4.4399999999999995
102.15,11.98,7.6,4.38,False,11.98,4.380000000000001
102.16,11.92,7.6,4.32,False,11.92,4.32
102.17,11.8,7.6,4.2,False,11.8,4.200000000000001
102.18,11.76,7.6,4.16,False,11.76,4.16
102.19,11.76,7.6,4.16,False,11.76,4.16
102.2,11.85,7.6,4.25,False,11.85,4.25
102.21,12.02,7.6,4.42,True,12.02,4.42
102.22,12.52,7.6,4.92,True,12.52,4.92
102.23,12.84,7.6,5.24,True,12.84,5.24
102.24,13.22,7.6,5.62,True,13.22,5.620000000000001
102.25,13.64,7.6,6.04,True,13.64,6.040000000000001
102.26,14.07,7.6,6.47,True,14.07,6.470000000000001
102.27,14.88,7.6,7.28,True,14.88,7.280000000000001
102.28,15.25,7.6,7.65,True,15.25,7.65
102.29,15.56,7.6,7.96,True,15.56,7.960000000000001
102.31,15.8,7.6,8.2,False,15.8,8.200000000000001
102.31,15.97,7.6,8.37,False,15.97,8.370000000000001
102.32,16.19,7.6,8.59,True,16.19,8.590000000000002
102.33,16.26,7.6,8.66,False,16.26,8.660000000000002
102.34,16.31,7.6,8.71,False,16.31,8.709999999999999
102.35,16.34,7.6,8.74,False,16.34,8.74
102.36,16.36,7.6,8.76,False,16.36,8.76
102.37,16.36,7.6,8.76,False,16.36,8.76
102.38,16.35,7.6,8.75,False,16.35,8.750000000000002
102.4,16.34,7.6,8.74,False,16.34,8.74
102.41,16.33,7.6,8.73,False,16.33,8.729999999999999
102.42,16.3,7.6,8.7,False,16.3,8.700000000000001
102.42,16.25,7.6,8.65,False,16.25,8.65
102.43,16.15,7.6,8.55,False,16.15,8.549999999999999
102.44,16.1,7.6,8.5,False,16.1,8.500000000000002
102.45,16.06,7.6,8.46,False,16.06,8.459999999999999
102.46,16.04,7.6,8.44,False,16.04,8.44
102.47,16.01,7.6,8.41,False,16.01,8.410000000000002
102.48,15.94,7.6,8.34,False,15.94,8.34
102.5,15.87,7.6,8.27,False,7.599999999999989,1.0658141036401503e-14
102.5,15.78,7.6,8.18,False,8.42888888888888,0.8288888888888799
102.51,15.66,7.6,8.06,False,9.22777777777777,1.627777777777771
102.52,15.52,7.6,7.92,False,10.006666666666659,2.406666666666659
102.53,15.23,7.6,7.63,True,10.63555555555555,3.0355555555555505
102.54,15.08,7.6,7.48,False,11.40444444444444,3.8044444444444405
102.55,14.94,7.6,7.34,False,12.18333333333333,4.58333333333333
102.56,14.8,7.6,7.2,False,12.96222222222222,5.36222222222222
102.57,14.66,7.6,7.06,False,13.74111111111111,6.14111111111111
102.58,14.39,7.6,6.79,True,14.39,6.790000000000001
102.59,14.27,7.6,6.67,False,14.27,6.67
102.6,14.15,7.6,6.55,False,14.15,6.550000000000001
102.61,14.05,7.6,6.45,False,14.05,6.450000000000001
102.62,13.96,7.6,6.36,False,13.96,6.360000000000001
102.63,13.88,7.6,6.28,False,13.88,6.280000000000001
102.64,13.73,7.6,6.13,False,13.73,6.130000000000001
102.65,13.66,7.6,6.06,False,13.66,6.0600000000000005
102.66,13.59,7.6,5.99,False,13.59,5.99
102.67,13.51,7.6,5.91,False,13.51,5.91
102.68,13.44,7.6,5.84,False,13.44,5.84
102.69,13.28,7.6,5.68,True,13.28,5.68
102.7,13.22,7.6,5.62,False,13.22,5.620000000000001
102.71,13.18,7.6,5.58,False,13.18,5.58
102.72,13.16,7.6,5.56,False,13.16,5.5600000000000005
102.73,13.16,7.6,5.56,False,13.16,5.5600000000000005
102.74,13.17,7.6,5.57,False,13.17,5.57
102.75,13.16,7.6,5.56,False,13.16,5.5600000000000005
102.76,13.13,7.6,5.53,False,13.13,5.530000000000001
102.77,13.06,7.6,5.46,False,13.06,5.460000000000001
102.78,12.98,7.6,5.38,False,12.98,5.380000000000001
102.79,12.78,7.6,5.18,True,12.78,5.18
102.8,12.7,7.6,5.1,False,12.7,5.1
102.81,12.65,7.6,5.05,False,12.65,5.050000000000001
102.82,12.61,7.6,5.01,False,12.61,5.01
102.83,12.57,7.6,4.97,False,12.57,4.970000000000001
102.84,12.5,7.6,4.9,False,12.5,4.9
102.85,12.46,7.6,4.86,False,12.46,4.860000000000001
102.86,12.43,7.6,4.83,False,12.43,4.83
102.87,12.41,7.6,4.81,False,12.41,4.8100000000000005
102.88,12.39,7.6,4.79,False,12.39,4.790000000000001
102.89,12.36,7.6,4.76,False,12.36,4.76
102.9,12.27,7.6,4.67,False,12.27,4.67
102.91,12.22,7.6,4.62,False,12.22,4.620000000000001
102.92,12.16,7.6,4.56,False,12.16,4.5600000000000005
102.93,12.09,7.6,4.49,False,12.09,4.49
102.94,12.01,7.6,4.41,False,12.01,4.41
102.95,11.8,7.6,4.2,True,11.8,4.200000000000001
102.96,11.69,7.6,4.09,False,11.69,4.09
102.97,11.56,7.6,3.96,False,11.56,3.960000000000001
102.98,11.43,7.6,3.83,False,11.43,3.83
102.99,11.31,7.6,3.71,False,11.31,3.710000000000001
103.0,11.09,7.6,3.49,True,11.09,3.49
103.01,11.0,7.6,3.4,False,11.0,3.4000000000000004
103.02,10.94,7.6,3.34,False,10.94,3.34
103.03,10.9,7.6,3.3,False,10.9,3.3000000000000007
103.04,10.87,7.6,3.27,False,10.87,3.2699999999999996
103.05,10.82,7.6,3.22,False,10.82,3.2200000000000006
103.06,10.79,7.6,3.19,False,10.79,3.1899999999999995
103.07,10.76,7.6,3.16,False,10.76,3.16
103.08,10.71,7.6,3.11,False,10.71,3.110000000000001
103.09,10.65,7.6,3.05,False,10.65,3.0500000000000007
103.1,10.54,7.6,2.94,False,10.54,2.9399999999999995
103.11,10.49,7.6,2.89,False,10.49,2.8900000000000006
103.12,10.45,7.6,2.85,False,10.45,2.8499999999999996
103.13,10.41,7.6,2.81,False,10.41,2.8100000000000005
103.14,10.37,7.6,2.77,False,10.37,2.7699999999999996
103.15,10.35,7.6,2.75,False,10.35,2.75
103.16,10.33,7.6,2.73,False,10.33,2.7300000000000004
103.17,10.34,7.6,2.74,False,10.34,2.74
103.18,10.34,7.6,2.74,False,10.34,2.74
103.19,10.34,7.6,2.74,False,10.34,2.74
103.2,10.33,7.6,2.73,False,10.33,2.7300000000000004
103.21,10.29,7.6,2.69,False,10.29,2.6899999999999995
103.22,10.27,7.6,2.67,False,10.27,2.67
103.23,10.27,7.6,2.67,False,10.27,2.67
103.24,10.31,7.6,2.71,False,10.31,2.710000000000001
103.25,10.39,7.6,2.79,False,10.39,2.790000000000001
103.26,10.6,7.6,3.0,True,10.6,3.0
103.27,10.72,7.6,3.12,False,10.72,3.120000000000001
103.28,10.83,7.6,3.23,False,10.83,3.2300000000000004
103.29,10.91,7.6,3.31,False,10.91,3.3100000000000005
103.3,10.96,7.6,3.36,False,10.96,3.360000000000001
103.31,11.01,7.6,3.41,False,11.01,3.41
103.32,11.02,7.6,3.42,False,11.02,3.42
103.33,11.04,7.6,3.44,False,11.04,3.4399999999999995
103.34,11.1,7.6,3.5,False,11.1,3.5
103.35,11.2,7.6,3.6,False,11.2,3.5999999999999996
103.36,11.47,7.6,3.87,True,11.47,3.870000000000001
103.37,11.62,7.6,4.02,False,11.62,4.02
103.38,11.76,7.6,4.16,False,11.76,4.16
103.39,11.88,7.6,4.28,False,11.88,4.280000000000001
103.4,11.99,7.6,4.39,False,11.99,4.390000000000001
103.41,12.09,7.6,4.49,False,12.09,4.49
103.43,12.29,7.6,4.69,False,12.29,4.6899999999999995
103.43,12.39,7.6,4.79,False,12.39,4.790000000000001
103.44,12.5,7.6,4.9,False,12.5,4.9
103.45,12.6,7.6,5.0,False,12.6,5.0
103.46,12.68,7.6,5.08,False,12.68,5.08
103.47,12.75,7.6,5.15,False,12.75,5.15
103.48,12.76,7.6,5.16,False,12.76,5.16
103.49,12.75,7.6,5.15,False,12.75,5.15
103.5,12.75,7.6,5.15,False,7.599999999999994,5.329070518200751e-15
103.51,12.76,7.6,5.16,False,8.182222222222217,0.5822222222222173
103.52,12.79,7.6,5.19,False,8.78444444444444,1.1844444444444395
103.53,12.83,7.6,5.23,False,9.396666666666663,1.7966666666666633
103.54,12.89,7.6,5.29,False,10.028888888888886,2.4288888888888867
103.55,12.97,7.6,5.37,False,10.68111111111111,3.0811111111111096
103.56,13.06,7.6,5.46,False,11.343333333333332,3.7433333333333323
103.57,13.2,7.6,5.6,False,12.055555555555554,4.455555555555554
103.58,13.26,7.6,5.66,False,12.687777777777777,5.087777777777777
103.59,13.29,7.6,5.69,False,13.29,5.6899999999999995
103.6,13.32,7.6,5.72,False,13.32,5.720000000000001
103.62,13.34,7.6,5.74,False,13.34,5.74
103.63,13.34,7.6,5.74,False,13.34,5.74
103.63,13.32,7.6,5.72,False,13.32,5.720000000000001
103.64,13.26,7.6,5.66,False,13.26,5.66
103.65,13.16,7.6,5.56,False,13.16,5.5600000000000005
103.66,13.06,7.6,5.46,False,13.06,5.460000000000001
103.67,12.95,7.6,5.35,False,12.95,5.35
103.68,12.76,7.6,5.16,True,12.76,5.16
103.69,12.69,7.6,5.09,False,12.69,5.09
103.7,12.65,7.6,5.05,False,12.65,5.050000000000001
103.71,12.64,7.6,5.04,False,12.64,5.040000000000001
103.72,12.66,7.6,5.06,False,12.66,5.0600000000000005
103.73,12.71,7.6,5.11,False,12.71,5.110000000000001
103.74,12.73,7.6,5.13,False,12.73,5.130000000000001
103.75,12.76,7.6,5.16,False,12.76,5.16
103.76,12.77,7.6,5.17,False,12.77,5.17
103.77,12.79,7.6,5.19,False,12.79,5.1899999999999995
103.78,12.84,7.6,5.24,False,12.84,5.24
103.79,12.87,7.6,5.27,False,12.87,5.27
103.8,12.92,7.6,5.32,False,12.92,5.32
103.81,12.99,7.6,5.39,False,12.99,5.390000000000001
103.82,13.1,7.6,5.5,False,13.1,5.5
103.83,13.38,7.6,5.78,True,13.38,5.780000000000001
103.84,13.5,7.6,5.9,False,13.5,5.9
103.85,13.52,7.6,5.92,False,13.52,5.92
103.86,13.48,7.6,5.88,False,13.48,5.880000000000001
103.87,13.43,7.6,5.83,False,13.43,5.83
103.88,13.39,7.6,5.79,False,13.39,5.790000000000001
103.89,13.29,7.6,5.69,False,13.29,5.6899999999999995
103.9,13.2,7.6,5.6,False,13.2,5.6
103.91,13.05,7.6,5.45,True,13.05,5.450000000000001
103.92,12.81,7.6,5.21,True,12.81,5.210000000000001
103.93,12.51,7.6,4.91,True,12.51,4.91
103.94,11.85,7.6,4.25,True,11.85,4.25
103.95,11.53,7.6,3.93,True,11.53,3.9299999999999997
103.96,11.29,7.6,3.69,True,11.29,3.6899999999999995
103.97,11.18,7.6,3.58,False,11.18,3.58
103.98,11.19,7.6,3.59,False,11.19,3.59
103.99,11.35,7.6,3.75,True,11.35,3.75
104.0,11.43,7.6,3.83,False,11.43,3.83
104.01,11.45,7.6,3.85,False,11.45,3.8499999999999996
104.02,11.38,7.6,3.78,False,11.38,3.780000000000001
104.03,11.24,7.6,3.64,False,11.24,3.6400000000000006
104.04,10.84,7.6,3.24,True,10.84,3.24
104.05,10.6,7.6,3.0,True,10.6,3.0
104.06,10.36,7.6,2.76,True,10.36,2.76
104.07,10.16,7.6,2.56,True,10.16,2.5600000000000005
104.08,10.03,7.6,2.43,False,10.03,2.4299999999999997
104.09,9.96,7.6,2.36,False,9.96,2.360000000000001
104.1,10.02,7.6,2.42,False,10.02,2.42
104.11,10.12,7.6,2.52,False,10.12,2.5199999999999996
104.12,10.23,7.6,2.63,False,10.23,2.630000000000001
104.13,10.29,7.6,2.69,False,10.29,2.6899999999999995
104.14,10.29,7.6,2.69,False,10.29,2.6899999999999995
104.15,10.16,7.6,2.56,False,10.16,2.5600000000000005
104.16,10.03,7.6,2.43,False,10.03,2.4299999999999997
104.17,9.88,7.6,2.28,False,9.88,2.280000000000001
104.18,9.72,7.6,2.12,True,9.72,2.120000000000001
104.19,9.57,7.6,1.97,True,9.57,1.9700000000000006
104.2,9.39,7.6,1.79,True,9.39,1.790000000000001
104.21,9.34,7.6,1.74,False,9.34,1.7400000000000002
104.22,9.32,7.6,1.72,False,9.32,1.7200000000000006
104.23,9.3,7.6,1.7,False,9.3,1.700000000000001
104.24,9.29,7.6,1.69,False,9.29,1.6899999999999995
104.25,9.27,7.6,1.67,False,9.27,1.67
104.26,9.27,7.6,1.67,False,9.27,1.67
104.27,9.3,7.6,1.7,False,9.3,1.700000000000001
104.28,9.36,7.6,1.76,False,9.36,1.7599999999999998
104.29,9.46,7.6,1.86,False,9.46,1.8600000000000012
104.3,9.73,7.6,2.13,True,9.73,2.130000000000001
104.31,9.9,7.6,2.3,True,9.9,2.3000000000000007
104.32,10.08,7.6,2.48,True,10.08,2.4800000000000004
104.33,10.25,7.6,2.65,True,10.25,2.6500000000000004
104.34,10.42,7.6,2.82,True,10.42,2.8200000000000003
104.35,10.72,7.6,3.12,True,10.72,3.120000000000001
104.36,10.87,7.6,3.27,False,10.87,3.2699999999999996
104.37,11.02,7.6,3.42,False,11.02,3.42
104.38,11.18,7.6,3.58,True,11.18,3.58
104.39,11.38,7.6,3.78,True,11.38,3.780000000000001
104.4,11.62,7.6,4.02,True,11.62,4.02
104.42,12.2,7.6,4.6,True,12.2,4.6
104.42,12.54,7.6,4.94,False,12.54,4.9399999999999995
104.43,12.89,7.6,5.29,True,12.89,5.290000000000001
104.44,13.25,7.6,5.65,True,13.25,5.65
104.45,13.59,7.6,5.99,True,13.59,5.99
104.46,14.19,7.6,6.59,True,14.19,6.59
104.47,14.45,7.6,6.85,True,14.45,6.85
104.48,14.67,7.6,7.07,True,14.67,7.07
104.49,14.87,7.6,7.27,True,14.87,7.27
104.5,15.05,7.6,7.45,True,7.600000000000012,1.2434497875801753e-14
104.51,15.43,7.6,7.83,True,8.807777777777787,1.2077777777777872
104.52,15.64,7.6,8.04,True,9.845555555555565,2.2455555555555655
104.53,15.87,7.6,8.27,True,10.90333333333334,3.30333333333334
104.54,16.08,7.6,8.48,True,11.941111111111116,4.3411111111111165
104.55,16.25,7.6,8.65,True,12.938888888888894,5.338888888888894
104.56,16.5,7.6,8.9,True,14.01666666666667,6.41666666666667
104.57,16.58,7.6,8.98,False,14.924444444444445,7.324444444444445
104.58,16.61,7.6,9.01,False,15.782222222222222,8.182222222222222
104.59,16.64,7.6,9.04,False,16.64,9.040000000000001
104.6,16.68,7.6,9.08,False,16.68,9.08
104.61,16.81,7.6,9.21,False,16.81,9.209999999999999
104.62,16.91,7.6,9.31,False,16.91,9.31
104.63,17.06,7.6,9.46,True,17.06,9.459999999999999
104.64,17.27,7.6,9.67,True,17.27,9.67
104.65,17.5,7.6,9.9,True,17.5,9.9
104.66,17.73,7.6,10.13,True,17.73,10.13
104.67,18.13,7.6,10.53,True,18.13,10.53
104.68,18.28,7.6,10.68,False,18.28,10.680000000000001
104.69,18.39,7.6,10.79,False,18.39,10.790000000000001
104.7,18.46,7.6,10.86,False,18.46,10.860000000000001
104.71,18.53,7.6,10.93,False,18.53,10.930000000000001
104.73,18.66,7.6,11.06,False,18.66,11.06
104.73,18.76,7.6,11.16,False,18.76,11.160000000000002
104.74,18.88,7.6,11.28,False,18.88,11.28
104.75,19.03,7.6,11.43,False,19.03,11.430000000000001
104.76,19.18,7.6,11.58,False,19.18,11.58
104.77,19.45,7.6,11.85,True,19.45,11.85
104.78,19.56,7.6,11.96,False,19.56,11.959999999999999
104.79,19.65,7.6,12.05,False,19.65,12.049999999999999
104.8,19.71,7.6,12.11,False,19.71,12.110000000000001
104.81,19.76,7.6,12.16,False,19.76,12.160000000000002
104.82,19.85,7.6,12.25,False,19.85,12.250000000000002
104.83,19.9,7.6,12.3,False,19.9,12.299999999999999
104.84,19.95,7.6,12.35,False,19.95,12.35
104.85,19.97,7.6,12.37,False,19.97,12.37
104.86,19.97,7.6,12.37,False,19.97,12.37
104.87,19.91,7.6,12.31,False,19.91,12.31
104.88,19.86,7.6,12.26,False,19.86,12.26
104.89,19.78,7.6,12.18,False,19.78,12.180000000000001
104.9,19.7,7.6,12.1,False,19.7,12.1
104.91,19.6,7.6,12.0,False,19.6,12.000000000000002
104.92,19.51,7.6,11.91,False,19.51,11.910000000000002
104.93,19.31,7.6,11.71,True,19.31,11.709999999999999
104.94,19.21,7.6,11.61,False,19.21,11.610000000000001
104.95,19.12,7.6,11.52,False,19.12,11.520000000000001
104.96,19.03,7.6,11.43,False,19.03,11.430000000000001
104.97,18.95,7.6,11.35,False,18.95,11.35
104.98,18.78,7.6,11.18,True,18.78,11.180000000000001
104.99,18.67,7.6,11.07,False,18.67,11.070000000000002
105.0,18.54,7.6,10.94,False,18.54,10.94
105.01,18.38,7.6,10.78,True,18.38,10.78
105.02,18.21,7.6,10.61,True,18.21,10.610000000000001
105.03,17.85,7.6,10.25,True,17.85,10.250000000000002
105.04,17.68,7.6,10.08,True,17.68,10.08
105.05,17.54,7.6,9.94,False,17.54,9.94
105.06,17.44,7.6,9.84,False,17.44,9.840000000000002
105.07,17.36,7.6,9.76,False,17.36,9.76
105.08,17.18,7.6,9.58,True,17.18,9.58
105.09,17.05,7.6,9.45,False,17.05,9.450000000000001
105.1,16.85,7.6,9.25,True,16.85,9.250000000000002
105.11,16.59,7.6,8.99,True,16.59,8.99
105.12,16.27,7.6,8.67,True,16.27,8.67
105.13,15.58,7.6,7.98,True,15.58,7.98
105.14,15.24,7.6,7.64,True,15.24,7.640000000000001
105.15,14.96,7.6,7.36,True,14.96,7.360000000000001
105.16,14.74,7.6,7.14,True,14.74,7.140000000000001
105.17,14.6,7.6,7.0,False,14.6,7.0
105.18,14.51,7.6,6.91,False,14.51,6.91
105.19,14.41,7.6,6.81,False,14.41,6.8100000000000005
105.2,14.35,7.6,6.75,False,14.35,6.75
105.21,14.28,7.6,6.68,False,14.28,6.68
105.22,14.17,7.6,6.57,False,14.17,6.57
105.23,14.0,7.6,6.4,True,14.0,6.4
105.24,13.56,7.6,5.96,True,13.56,5.960000000000001
105.25,13.32,7.6,5.72,True,13.32,5.720000000000001
105.26,13.08,7.6,5.48,True,13.08,5.48
105.27,12.85,7.6,5.25,True,12.85,5.25
105.28,12.64,7.6,5.04,True,12.64,5.040000000000001
105.29,12.25,7.6,4.65,True,12.25,4.65
105.3,12.06,7.6,4.46,True,12.06,4.460000000000001
105.31,11.9,7.6,4.3,True,11.9,4.300000000000001
105.32,11.77,7.6,4.17,False,11.77,4.17
105.33,11.65,7.6,4.05,False,11.65,4.050000000000001
105.34,11.46,7.6,3.86,True,11.46,3.860000000000001
105.35,11.37,7.6,3.77,False,11.37,3.7699999999999996
105.36,11.31,7.6,3.71,False,11.31,3.710000000000001
105.37,11.27,7.6,3.67,False,11.27,3.67
105.38,11.23,7.6,3.63,False,11.23,3.630000000000001
105.4,11.18,7.6,3.58,False,11.18,3.58
105.4,11.15,7.6,3.55,False,11.15,3.5500000000000007
105.41,11.11,7.6,3.51,False,11.11,3.51
105.42,11.08,7.6,3.48,False,11.08,3.4800000000000004
105.43,11.06,7.6,3.46,False,11.06,3.460000000000001
105.44,11.06,7.6,3.46,False,11.06,3.460000000000001
105.45,11.12,7.6,3.52,False,11.12,3.5199999999999996
105.46,11.2,7.6,3.6,False,11.2,3.5999999999999996
105.47,11.32,7.6,3.72,False,11.32,3.7200000000000006
105.48,11.46,7.6,3.86,False,11.46,3.860000000000001
105.49,11.6,7.6,4.0,False,11.6,4.0
105.5,11.82,7.6,4.22,True,7.600000000000001,1.7763568394002505e-15
105.51,11.9,7.6,4.3,False,8.14888888888889,0.5488888888888912
105.52,11.94,7.6,4.34,False,8.657777777777778,1.057777777777778
105.53,11.96,7.6,4.36,False,9.146666666666668,1.5466666666666686
105.54,11.98,7.6,4.38,False,9.635555555555555,2.035555555555556
105.55,12.02,7.6,4.42,False,10.144444444444444,2.5444444444444443
105.56,12.08,7.6,4.48,False,10.673333333333334,3.073333333333334
105.57,12.18,7.6,4.58,False,11.242222222222221,3.6422222222222214
105.58,12.33,7.6,4.73,False,11.86111111111111,4.261111111111111
105.59,12.53,7.6,4.93,True,12.53,4.93
105.6,13.0,7.6,5.4,True,13.0,5.4
105.61,13.22,7.6,5.62,True,13.22,5.620000000000001
105.62,13.42,7.6,5.82,True,13.42,5.82
105.63,13.57,7.6,5.97,True,13.57,5.970000000000001
105.64,13.66,7.6,6.06,False,13.66,6.0600000000000005
105.65,13.68,7.6,6.08,False,13.68,6.08
105.66,13.65,7.6,6.05,False,13.65,6.050000000000001
105.67,13.64,7.6,6.04,False,13.64,6.040000000000001
105.68,13.65,7.6,6.05,False,13.65,6.050000000000001
105.69,13.72,7.6,6.12,False,13.72,6.120000000000001
105.7,13.84,7.6,6.24,False,13.84,6.24
105.72,14.17,7.6,6.57,True,14.17,6.57
105.72,14.34,7.6,6.74,False,14.34,6.74
105.73,14.48,7.6,6.88,False,14.48,6.880000000000001
105.74,14.57,7.6,6.97,False,14.57,6.970000000000001
105.75,14.61,7.6,7.01,False,14.61,7.01
105.76,14.58,7.6,6.98,False,14.58,6.98
105.77,14.54,7.6,6.94,False,14.54,6.9399999999999995
105.78,14.51,7.6,6.91,False,14.51,6.91
105.79,14.5,7.6,6.9,False,14.5,6.9
105.8,14.53,7.6,6.93,False,14.53,6.93
105.81,14.65,7.6,7.05,False,14.65,7.050000000000001
105.82,14.71,7.6,7.11,False,14.71,7.110000000000001
105.83,14.78,7.6,7.18,False,14.78,7.18
105.84,14.83,7.6,7.23,False,14.83,7.23
105.85,14.89,7.6,7.29,False,14.89,7.290000000000001
105.86,14.99,7.6,7.39,False,14.99,7.390000000000001
105.87,15.05,7.6,7.45,False,15.05,7.450000000000001
105.88,15.1,7.6,7.5,False,15.1,7.5
105.89,15.15,7.6,7.55,False,15.15,7.550000000000001
105.9,15.17,7.6,7.57,False,15.17,7.57
105.91,15.16,7.6,7.56,False,15.16,7.5600000000000005
105.92,15.05,7.6,7.45,False,15.05,7.450000000000001
105.93,14.96,7.6,7.36,False,14.96,7.360000000000001
105.94,14.83,7.6,7.23,False,14.83,7.23
105.95,14.69,7.6,7.09,False,14.69,7.09
105.96,14.54,7.6,6.94,True,14.54,6.9399999999999995
105.97,14.25,7.6,6.65,True,14.25,6.65
105.98,14.13,7.6,6.53,False,14.13,6.530000000000001
105.99,14.05,7.6,6.45,False,14.05,6.450000000000001
106.0,14.01,7.6,6.41,False,14.01,6.41
106.01,13.98,7.6,6.38,False,13.98,6.380000000000001
106.02,13.9,7.6,6.3,False,13.9,6.300000000000001
106.03,13.83,7.6,6.23,False,13.83,6.23
106.04,13.7,7.6,6.1,False,13.7,6.1
106.05,13.51,7.6,5.91,True,13.51,5.91
106.06,13.28,7.6,5.68,True,13.28,5.68
106.08,12.75,7.6,5.15,True,12.75,5.15
106.08,12.5,7.6,4.9,False,12.5,4.9
106.09,12.3,7.6,4.7,True,12.3,4.700000000000001
106.1,12.16,7.6,4.56,False,12.16,4.5600000000000005
106.11,12.11,7.6,4.51,False,12.11,4.51
106.12,12.19,7.6,4.59,False,12.19,4.59
106.13,12.26,7.6,4.66,False,12.26,4.66
106.14,12.29,7.6,4.69,False,12.29,4.6899999999999995
106.15,12.23,7.6,4.63,False,12.23,4.630000000000001
106.16,12.07,7.6,4.47,True,12.07,4.470000000000001
106.17,11.79,7.6,4.19,True,11.79,4.1899999999999995
106.18,11.09,7.6,3.49,True,11.09,3.49
106.19,10.73,7.6,3.13,True,10.73,3.130000000000001
106.2,10.44,7.6,2.84,True,10.44,2.84
106.22,10.27,7.6,2.67,False,10.27,2.67
106.22,10.21,7.6,2.61,False,10.21,2.610000000000001
106.23,10.24,7.6,2.64,False,10.24,2.6400000000000006
106.24,10.27,7.6,2.67,False,10.27,2.67
106.25,10.27,7.6,2.67,False,10.27,2.67
106.26,10.21,7.6,2.61,False,10.21,2.610000000000001
106.27,10.08,7.6,2.48,False,10.08,2.4800000000000004
106.29,9.73,7.6,2.13,True,9.73,2.130000000000001
106.29,9.53,7.6,1.93,False,9.53,1.9299999999999997
106.3,9.37,7.6,1.77,True,9.37,1.7699999999999996
106.31,9.27,7.6,1.67,False,9.27,1.67
106.32,9.23,7.6,1.63,False,9.23,1.6300000000000008
106.33,9.26,7.6,1.66,False,9.26,1.6600000000000001
106.34,9.32,7.6,1.72,False,9.32,1.7200000000000006
106.35,9.4,7.6,1.8,False,9.4,1.8000000000000007
106.36,9.5,7.6,1.9,False,9.5,1.9000000000000004
106.37,9.59,7.6,1.99,False,9.59,1.9900000000000002
106.38,9.75,7.6,2.15,True,9.75,2.1500000000000004
106.39,9.83,7.6,2.23,False,9.83,2.2300000000000004
106.4,9.9,7.6,2.3,False,9.9,2.3000000000000007
106.41,9.99,7.6,2.39,False,9.99,2.3900000000000006
106.42,10.07,7.6,2.47,False,10.07,2.4700000000000006
106.43,10.15,7.6,2.55,False,10.15,2.5500000000000007
106.44,10.3,7.6,2.7,True,10.3,2.700000000000001
106.45,10.36,7.6,2.76,False,10.36,2.76
106.46,10.42,7.6,2.82,False,10.42,2.8200000000000003
106.47,10.48,7.6,2.88,False,10.48,2.880000000000001
106.48,10.52,7.6,2.92,False,10.52,2.92
106.49,10.59,7.6,2.99,False,10.59,2.99
106.5,10.62,7.6,3.02,False,7.599999999999989,1.0658141036401503e-14
106.51,10.69,7.6,3.09,False,8.005555555555546,0.4055555555555461
106.52,10.79,7.6,3.19,False,8.441111111111102,0.8411111111111023
106.53,10.95,7.6,3.35,True,8.936666666666659,1.336666666666659
106.54,11.37,7.6,3.77,True,9.692222222222215,2.0922222222222153
106.55,11.6,7.6,4.0,True,10.257777777777774,2.657777777777774
106.56,11.82,7.6,4.22,True,10.81333333333333,3.213333333333331
106.57,12.02,7.6,4.42,True,11.348888888888887,3.748888888888887
106.58,12.17,7.6,4.57,False,11.834444444444443,4.234444444444444
106.59,12.35,7.6,4.75,True,12.35,4.75
106.6,12.39,7.6,4.79,False,12.39,4.790000000000001
106.61,12.38,7.6,4.78,False,12.38,4.780000000000001
106.62,12.36,7.6,4.76,False,12.36,4.76
106.63,12.35,7.6,4.75,False,12.35,4.75
106.64,12.42,7.6,4.82,False,12.42,4.82
106.65,12.51,7.6,4.91,False,12.51,4.91
106.66,12.69,7.6,5.09,True,12.69,5.09
106.67,12.93,7.6,5.33,True,12.93,5.33
106.68,13.2,7.6,5.6,True,13.2,5.6
106.69,13.42,7.6,5.82,True,13.42,5.82
106.7,13.71,7.6,6.11,True,13.71,6.110000000000001
106.71,13.76,7.6,6.16,False,13.76,6.16
106.72,13.72,7.6,6.12,False,13.72,6.120000000000001
106.73,13.63,7.6,6.03,False,13.63,6.030000000000001
106.74,13.55,7.6,5.95,False,13.55,5.950000000000001
106.75,13.49,7.6,5.89,False,13.49,5.890000000000001
106.76,13.54,7.6,5.94,False,13.54,5.9399999999999995
106.77,13.67,7.6,6.07,False,13.67,6.07
106.78,13.84,7.6,6.24,True,13.84,6.24
106.79,13.99,7.6,6.39,False,13.99,6.390000000000001
106.8,14.19,7.6,6.59,True,14.19,6.59
106.81,14.22,7.6,6.62,False,14.22,6.620000000000001
106.82,14.19,7.6,6.59,False,14.19,6.59
106.83,14.12,7.6,6.52,False,14.12,6.52
106.84,14.03,7.6,6.43,False,14.03,6.43
106.85,13.88,7.6,6.28,True,13.88,6.280000000000001
106.86,13.85,7.6,6.25,False,13.85,6.25
106.87,13.86,7.6,6.26,False,13.86,6.26
106.88,13.9,7.6,6.3,False,13.9,6.300000000000001
106.89,13.96,7.6,6.36,False,13.96,6.360000000000001
106.9,14.09,7.6,6.49,False,14.09,6.49
106.91,14.15,7.6,6.55,False,14.15,6.550000000000001
106.92,14.19,7.6,6.59,False,14.19,6.59
106.93,14.24,7.6,6.64,False,14.24,6.640000000000001
