Timestamp_(ms),Type,step,value_1,value_2,value_3,GroundTruth,value_4,value_5,turns,Compass_Heading,gyro_magnitude,gyro_roll_mean,gyro_roll_std,heading_diff,heading_roll_std,is_qs_candidate,Quasi_Static_Interval,Quasi_Static_Interval_Number
1740465205723,Compass,141.0,38.10496399748988,24.150524,6.264038,0.0,0.0,0.0,6,24.15052400000002,313.0276016869219,320.74708923532864,23.048039698585608,1.3425449999999728,1.023642074588259,True,1,4
1740465205823,Compass,141.5,38.10496399748988,22.88513,352.9943,0.0,0.0,0.0,6,22.885130000000004,315.2729939217554,316.97279971653063,23.08007530872162,1.2653940000000148,1.0131488951511254,True,1,4
1740465206163,Compass,142.0,38.39652287317173,21.022438,353.86548,0.0,0.0,0.0,6,21.022438000000022,314.8746213792589,312.98211391761936,21.682637231836793,1.8626919999999814,0.7389460785630774,True,1,4
1740465206543,Compass,142.5,39.02172872259763,23.156403,359.54416,0.0,0.0,0.0,6,23.15640300000001,303.44116072647904,309.21418632442885,18.688036818920317,2.1339649999999892,0.7266954165790123,True,1,4
1740465206803,Compass,143.0,39.02172872259763,22.018473,10.345398,0.0,0.0,0.0,6,22.01847299999997,295.34580400465643,305.8816419295373,16.424304289291868,1.1379300000000399,0.6936726742599449,True,1,4
1740465207063,Compass,143.5,38.39652287317173,19.885973,0.35543823,0.0,0.0,0.0,6,19.88597299999998,289.8617563865576,303.0681358198912,12.839859904912474,2.132499999999993,0.6916074565130895,True,1,4
1740465207304,Compass,144.0,38.39540377766589,19.80576,354.90924,0.0,0.0,0.0,6,19.80576000000002,295.7406297029347,301.63132285259655,10.486255141657088,0.0802129999999579,0.702452848052036,True,1,4
1740465207588,Compass,144.5,37.76681124016165,21.841724,1.5873108,0.0,0.0,0.0,6,21.841724,291.45467666860384,301.62422245592643,10.472197500814083,2.0359639999999786,0.6922201748264109,True,1,4
1740465207825,Compass,145.0,37.76681124016165,20.116356,0.7154541,0.0,0.0,0.0,6,20.116355999999996,290.370059736127,302.24005116448035,11.419451405802091,1.7253680000000031,0.8004496650325645,True,1,4
1740465208003,Compass,145.5,37.71511218994317,19.758745,358.2229,0.0,0.0,0.0,6,19.758744999999976,292.36221030562535,302.59659008708576,11.927614800190673,0.3576110000000199,0.8036914920003069,True,1,4
