Time (s),Original_Heading,Corrected_Heading,Original_East,Original_North,Corrected_East,Corrected_North
134.12,354.72,354.72,836539.4539718467,818661.7660391033,836539.0127484876,818657.0689705053
134.13,355.4,355.4,836539.4535163236,818661.7717007166,836539.0122929645,818657.0746321187
134.14,355.79,355.79,836539.4530993496,818661.777365299,836539.0118759905,818657.080296701
134.15,356.19,356.19,836539.4527219307,818661.7830326546,836539.0114985716,818657.0859640567
134.16,356.58,356.58,836539.4523830973,818661.788702448,836539.0111597382,818657.09163385
134.17,356.93,356.93,836539.4520789048,818661.7943742047,836539.0108555458,818657.0973056067
134.18,357.55,357.55,836539.4518361031,818661.8000489202,836539.010612744,818657.1029803223
134.19,357.83,357.83,836539.4516210348,818661.8057247548,836539.0103976756,818657.1086561568
134.2,358.08,358.08,836539.4514307347,818661.8114014739,836539.0102073755,818657.1143328759
134.21,358.32,358.32,836539.4512642153,818661.8170789405,836539.0100408562,818657.1200103424
134.22,358.55,358.55,836539.451120487,818661.822757029,836539.0098971279,818657.1256884311
134.23,358.77,358.77,836539.450998562,818661.8284356286,836539.0097752028,818657.1313670307
134.24,359.19,359.19,836539.4509182663,818661.8341149695,836539.0096949072,818657.1370463715
134.25,359.41,359.41,836539.450859778,818661.8397945769,836539.0096364189,818657.142725979
134.26,359.62,359.62,836539.4508221074,818661.84547436,836539.0095987483,818657.1484057622
134.27,359.83,359.83,836539.4508052545,818661.8511542422,836539.0095818954,818657.1540856443
134.28,0.05,0.05,836539.450810211,818661.8568341485,836539.0095868519,818657.1597655506
134.29,0.49,0.49,836539.4508587864,818661.8625138489,836539.0096354272,818657.1654452509
134.3,0.71,0.71,836539.450929169,818661.868193321,836539.0097058099,818657.171124723
134.31,0.84,0.84,836539.4510124377,818661.8738726195,836539.0097890786,818657.1768040215
134.32,0.97,0.97,836539.4511085926,818661.8795517139,836539.0098852335,818657.1824831159
134.33,1.3,1.3,836539.4512374555,818661.88523016,836539.0100140964,818657.1881615621
134.34,2.27,2.27,836539.4514624288,818661.8909056108,836539.0102390697,818657.1938370129
134.35,2.68,2.68,836539.4517280094,818661.8965793063,836539.0105046503,818657.1995107085
134.36,2.91,2.91,836539.4520163629,818661.9022518911,836539.0107930037,818657.2051832931
134.37,3.1,3.1,836539.4523235264,818661.9079234882,836539.0111001673,818657.2108548902
134.38,3.32,3.32,836539.452652465,818661.9135938633,836539.0114291059,818657.2165252654
134.39,3.69,3.69,836539.4530180137,818661.9192619964,836539.0117946547,818657.2221933985
134.4,3.8,3.8,836539.453394443,818661.9249294166,836539.012171084,818657.2278608187
134.41,3.84,3.84,836539.453774829,818661.9305965722,836539.0125514698,818657.2335279743
134.43,3.84,3.84,836539.454535601,818661.9419308855,836539.0133122419,818657.2448622875
134.43,3.87,3.87,836539.4549189539,818661.9475978412,836539.0136955949,818657.2505292431
134.44,3.97,3.97,836539.4553121978,818661.9532641202,836539.0140888386,818657.2561955223
134.45,4.11,4.11,836539.455719285,818661.9589294216,836539.0144959259,818657.2618608237
134.46,4.58,4.58,836539.4561728308,818661.9645911925,836539.0149494717,818657.2675225947
134.47,5.17,5.17,836539.4566846528,818661.9702479929,836539.0154612937,818657.2731793949
134.48,5.7,5.7,836539.4572487808,818661.9758998165,836539.0160254216,818657.2788312185
134.5,5.98,290.8,836539.4584322608,818661.9871978164,836539.0054059731,818657.2828651676
134.5,5.81,298.98333333333335,836539.4590072368,818661.9928485473,836539.0004374131,818657.2856173974
134.51,5.5,307.02666666666664,836539.4595516315,818661.9985023058,836538.9959028274,818657.2890377628
134.52,5.1,314.98,836539.4600565439,818662.0041597282,836538.9918851232,818657.2930526615
134.53,4.76,322.99333333333334,836539.4605278758,818662.0098200468,836538.9884663413,818657.2975884409
134.54,4.6,331.18666666666667,836539.460983399,818662.0154816603,836538.9857288658,818657.3025651446
134.55,4.67,339.61,836539.4614458377,818662.0211427121,836538.9837499385,818657.3078891648
134.56,4.9,348.1933333333333,836539.461930999,818662.0268018614,836538.9825877731,818657.3134489054
134.57,5.23,356.87666666666667,836539.462448745,818662.0324581224,836538.982278301,818657.3191203772
134.58,5.58,5.58,836539.463001033,818662.0381111155,836538.9828305889,818657.3247733702
134.59,5.94,5.94,836539.4635888283,818662.0437605274,836538.9834183845,818657.3304227822
134.6,6.6,6.6,836539.4642416602,818662.0494027935,836538.9840712162,818657.3360650482
134.61,6.91,6.91,836539.4649250106,818662.0550414443,836538.9847545666,818657.341703699
134.62,7.23,7.23,836539.465639843,818662.0606761907,836538.985469399,818657.3473384455
134.63,7.53,7.53,836539.466384168,818662.0663071178,836538.986213724,818657.3529693726
134.64,7.84,7.84,836539.4671589491,818662.0719339347,836538.9869885051,818657.3585961895
134.65,8.46,8.46,836539.4679945714,818662.0775520384,836538.9878241274,818657.3642142932
134.66,8.76,8.76,836539.4688595975,818662.0831656904,836538.9886891535,818657.3698279453
134.67,9.02,9.02,836539.4697500886,818662.0887753596,836538.9895796448,818657.3754376144
134.68,9.24,9.24,836539.4706621126,818662.0943815669,836538.9904916686,818657.3810438216
134.69,9.43,9.43,836539.4715927223,818662.0999847202,836538.9914222783,818657.386646975
134.7,9.75,9.75,836539.4725546122,818662.1055825879,836538.9923841682,818657.3922448426
134.71,9.87,9.87,836539.4735282247,818662.1111784297,836538.9933577807,818657.3978406844
134.72,9.95,9.95,836539.4745096477,818662.1167729062,836538.9943392037,818657.4034351609
134.73,10.0,10.0,836539.4754959524,818662.1223665242,836538.9953255084,818657.4090287789
134.74,10.02,10.02,836539.4764842102,818662.1279597969,836538.9963137663,818657.4146220516
134.75,10.07,10.07,836539.4774773499,818662.133552205,836538.9973069059,818657.4202144599
134.76,10.24,10.24,836539.4784870778,818662.1391416423,836538.9983166339,818657.425803897
134.77,10.37,10.37,836539.4795094838,818662.1447287749,836538.9993390398,818657.4313910296
