Time (s),Original_Heading,Corrected_Heading,Original_East,Original_North,Corrected_East,Corrected_North
91.35,1.45,298.51,836552.9568470767,818648.214796566,836553.3117434735,818643.6713125887
91.36,1.43,298.49,836552.9569888216,818648.2204747052,836553.3067513993,818643.674021935
91.38,1.4,298.46,836552.9572663674,818648.2318311308,836553.2967644174,818643.6794354003
91.38,1.34,298.4,836552.957399193,818648.2375094859,836553.2917680937,818643.6821369018
91.39,1.21,298.27,836552.9575191346,818648.243188128,836553.2867656541,818643.6848270603
91.4,1.14,298.2,836552.9576321383,818648.2488669114,836553.2817599325,818643.687511105
91.41,1.06,298.12,836552.9577372124,818648.2545458482,836553.2767504662,818643.6901881571
91.42,0.98,298.04,836552.957834359,818648.2602249245,836553.2717372674,818643.692858213
91.43,0.9,297.96,836552.957923576,818648.265904132,836553.2667203462,818643.6955212662
91.44,0.74,297.8,836552.9579969317,818648.2715835657,836553.2616960084,818643.6981703003
91.45,0.66,297.72,836552.9580623579,818648.2772630964,836553.2566679764,818643.7008123157
91.46,0.57,297.63,836552.9581188628,818648.2829427241,836553.2516357999,818643.7034464298
91.47,0.47,297.53,836552.9581654547,818648.2886224407,836553.2465990345,818643.706071758
91.48,0.38,297.44,836552.9582031253,818648.2943022238,836553.2415581507,818643.7086891707
91.49,0.29,297.35,836552.9582318746,818648.2999820595,836553.2365131609,818643.7112986619
91.5,0.09,297.30000000000007,836552.9582407959,818648.3056619598,836553.2314658967,818643.71390375
91.51,359.98,304.16666666666674,836552.9582388124,818648.3113418681,836553.2267662984,818643.7170935977
91.52,359.87,311.03333333333336,836552.9582259244,818648.3170217624,836553.2224817856,818643.7208224456
91.53,359.75,317.89000000000004,836552.9582011419,818648.3227016163,836553.2186730885,818643.7250361354
91.54,359.63,324.74666666666667,836552.9581644629,818648.3283814056,836553.2153946862,818643.7296743935
91.55,359.39,331.48333333333335,836552.9581039933,818648.3340609907,836553.2126830172,818643.7346652052
91.56,359.27,338.34,836552.9580316272,818648.3397404386,836553.2105865742,818643.7399440574
91.57,359.14,345.18666666666667,836552.957946375,818648.3454197068,836553.2091343869,818643.7454351867
91.58,359.0,352.0233333333333,836552.9578472471,818648.3510987507,836553.2083461866,818643.7510601393
91.59,358.84,358.84,836552.95773226,818648.3567774957,836553.2082311994,818643.7567388844
91.6,358.49,358.49,836552.9575825854,818648.3624554308,836553.2080815249,818643.7624168195
91.61,358.3,358.3,836552.9574140847,818648.3681328387,836553.2079130241,818643.7680942273
91.62,358.11,358.11,836552.9572267578,818648.3738096568,836553.2077256972,818643.7737710455
91.63,357.91,357.91,836552.957019615,818648.3794857863,836553.2075185544,818643.7794471749
91.64,357.72,357.72,836552.9567936519,818648.3851611987,836553.2072925913,818643.7851225873
91.65,357.3,357.3,836552.9565260919,818648.3908348014,836553.2070250313,818643.79079619
91.66,357.09,357.09,836552.9562377385,818648.3965073861,836553.2067366779,818643.7964687748
91.67,356.86,356.86,836552.9559266162,818648.402178767,836553.2064255556,818643.8021401557
91.68,356.63,356.63,836552.9555927312,818648.4078488534,836553.2060916707,818643.8078102419
91.69,356.39,356.39,836552.9552350979,818648.4135174914,836553.2057340373,818643.8134788801
91.7,355.87,355.87,836552.9548260333,818648.4191826495,836553.2053249727,818643.8191440381
91.71,355.59,355.59,836552.9543892879,818648.4248457414,836553.2048882273,818643.82480713
91.72,355.28,355.28,836552.9539219087,818648.4305063873,836553.2044208482,818643.8304677759
91.73,354.97,354.97,836552.95342391,818648.4361644216,836553.2039228494,818643.8361258103
91.74,354.64,354.64,836552.9528933304,818648.441819493,836553.2033922698,818643.8417808816
91.75,354.32,354.32,836552.9523311758,818648.4474715146,836553.2028301152,818643.8474329031
91.76,353.68,353.68,836552.9517059239,818648.4531169032,836553.2022048633,818643.8530782918
91.77,353.37,353.37,836552.9510501372,818648.4587588259,836553.2015490766,818643.8587202145
91.78,353.07,353.07,836552.9503648195,818648.4643972382,836553.2008637589,818643.8643586269
91.79,352.77,352.77,836552.949649987,818648.4700319847,836553.2001489266,818643.8699933734
91.8,352.48,352.48,836552.9489066437,818648.4756630411,836553.1994055831,818643.8756244298
91.81,351.88,351.88,836552.9481043757,818648.4812860043,836553.1986033152,818643.881247393
91.82,351.55,351.55,836552.9472697349,818648.4869042534,836553.1977686743,818643.886865642
91.83,351.19,351.19,836552.946399809,818648.492517148,836553.1968987484,818643.8924785367
91.84,350.81,350.81,836552.9454926769,818648.498124149,836553.1959916163,818643.8980855377
91.85,350.41,350.41,836552.9445464241,818648.5037246807,836553.1950453635,818643.9036860694
91.86,349.59,349.59,836552.9435201159,818648.5093110964,836553.1940190553,818643.9092724851
91.87,349.17,349.17,836552.9424528853,818648.5148898389,836553.1929518247,818643.9148512275
91.88,348.76,348.76,836552.9413457625,818648.5204608033,836553.1918447019,818643.920422192
91.89,348.33,348.33,836552.9401968608,818648.5260233008,836553.1906958002,818643.9259846895
91.9,347.89,347.89,836552.9390052775,818648.5315768125,836553.1895042169,818643.9315382012
91.91,346.96,346.96,836552.9377237137,818648.5371102517,836553.1882226531,818643.9370716404
91.92,346.47,346.47,836552.9363948733,818648.5426325278,836553.1868938127,818643.9425939163
91.93,345.97,345.97,836552.9350178939,818648.5481429982,836553.1855168334,818643.9481043868
91.94,345.44,345.44,836552.9335900004,818648.5536404958,836553.1840889398,818643.9536018844
91.95,344.91,344.91,836552.9321113159,818648.5591245497,836553.1826102553,818643.9590859384
91.96,343.83,343.83,836552.9305295285,818648.5645797595,836553.181028468,818643.9645411482
91.97,343.29,343.29,836552.9288963968,818648.5700198191,836553.1793953362,818643.9699812077
91.98,342.74,342.74,836552.9272111207,818648.5754439507,836553.1777100601,818643.9754053394
91.99,342.17,342.17,836552.9254719676,818648.5808510478,836553.1759709071,818643.9808124364
92.0,341.58,341.58,836552.9236772285,818648.5862399507,836553.174176168,818643.9862013394
92.01,340.97,340.97,836552.9218252192,818648.5916094398,836553.1723241586,818643.9915708284
92.02,339.69,339.69,836552.9198537266,818648.5969362189,836553.170352666,818643.9968976075
92.03,339.02,339.02,836552.91782008,818648.6022395808,836553.1683190194,818644.0022009695
92.04,338.33,338.33,836552.9157227158,818648.6075180675,836553.1662216552,818644.0074794561
92.05,337.62,337.62,836552.9135601051,818648.6127701597,836553.1640590447,818644.0127315484
92.06,336.9,336.9,836552.9113316665,818648.6179946621,836553.1618306059,818644.0179560508
92.07,335.46,335.46,836552.90897264,818648.6231615124,836553.1594715795,818644.023122901
92.08,334.73,334.73,836552.9065479754,818648.6282978884,836553.1570469148,818644.0282592771
92.09,334.02,334.02,836552.9040598497,818648.6334038246,836553.1545587892,818644.0333652133
92.1,333.29,333.29,836552.9015068735,818648.6384776467,836553.152005813,818644.0384390353
92.11,332.54,332.54,836552.8988877017,818648.6435176154,836553.1493866411,818644.0434790041
92.12,330.98,330.98,836552.8961322927,818648.6484844142,836553.1466312321,818644.0484458029
92.13,330.15,330.15,836552.8933052266,818648.6534107774,836553.143804166,818644.053372166
92.14,329.29,329.29,836552.8904045381,818648.658294154,836553.1409034776,818644.0582555425
92.15,328.41,328.41,836552.8874291911,818648.6631324049,836553.1379281306,818644.0630937936
92.16,327.53,327.53,836552.8843798866,818648.6679243873,836553.134878826,818644.0678857758
92.17,325.82,325.82,836552.881188944,818648.6726232423,836553.1316878834,818644.0725846309
92.18,325.0,325.0,836552.8779310827,818648.6772759497,836553.1284300222,818644.0772373384
92.19,324.23,324.23,836552.8746109884,818648.6818844568,836553.1251099278,818644.0818458454
92.2,323.48,323.48,836552.8712308567,818648.6864491107,836553.1217297962,818644.0864104993
92.21,322.74,322.74,836552.867792053,818648.6909697298,836553.1182909925,818644.0909311183
92.22,321.26,321.26,836552.864237638,818648.695400023,836553.1147365774,818644.0953614116
92.23,320.51,320.51,836552.8606255365,818648.6997834092,836553.111124476,818644.0997447979
92.24,319.75,319.75,836552.8569556113,818648.704118499,836553.1074545507,818644.1040798876
92.25,319.0,319.0,836552.8532292559,818648.708405179,836553.1037281953,818644.1083665676
92.26,318.27,318.27,836552.849448589,818648.7126440371,836553.0999475286,818644.1126054258
92.27,317.56,317.56,836552.8456156872,818648.7168357216,836553.0961146266,818644.1167971102
92.28,316.19,316.19,836552.8416836613,818648.7209345677,836553.0921826008,818644.1208959563
92.29,315.53,315.53,836552.837704682,818648.724987848,836553.0882036216,818644.1249492366
92.3,314.87,314.87,836552.8336792786,818648.7289950271,836553.084178218,818644.1289564158
92.31,314.21,314.21,836552.829607984,818648.7329555721,836553.0801069235,818644.1329169606
92.32,313.56,313.56,836552.8254920205,818648.7368696745,836553.0759909599,818644.1368310631
92.33,312.24,312.24,836552.8212869832,818648.740687923,836553.0717859227,818644.1406493117
92.34,311.58,311.58,836552.8170382425,818648.7444574791,836553.0675371819,818644.1444188678
92.35,310.94,310.94,836552.8127476623,818648.7481793426,836553.0632466017,818644.1481407313
92.36,310.33,310.33,836552.8084177008,818648.751855317,836553.0589166402,818644.1518167056
92.37,309.74,309.74,836552.804050115,818648.7554865093,836553.0545490546,818644.1554478979
92.38,308.57,308.57,836552.7996092949,818648.7590277635,836553.0501082343,818644.1589891522
92.39,307.99,307.99,836552.7951328561,818648.7625238821,836553.0456317955,818644.1624852708
92.4,307.41,307.41,836552.7906212553,818648.7659745076,836553.0411201947,818644.1659358962
92.42,306.82,306.82,836552.781527469,818648.7727824798,836553.0320264085,818644.1727438683
92.42,306.22,306.22,836552.7769451805,818648.7761386652,836553.0274441199,818644.1761000537
92.43,304.98,304.98,836552.7722913359,818648.7793949025,836553.0227902753,818644.1793562912
92.44,304.35,304.35,836552.7676019677,818648.7825997713,836553.0181009071,818644.18256116
92.45,303.73,303.73,836552.7628781948,818648.7857537097,836553.0133771342,818644.1857150984
92.46,303.12,303.12,836552.758121112,818648.7888571804,836553.0086200514,818644.1888185691
92.47,302.52,302.52,836552.7533317918,818648.791910664,836553.0038307313,818644.1918720525
92.48,301.31,301.31,836552.7484790591,818648.7948623312,836552.9989779985,818644.1948237198
92.49,300.7,300.7,836552.7435951777,818648.7977621673,836552.9940941171,818644.197723556
92.5,300.07,297.3,836552.738679707,818648.8006081283,836552.9890468529,818644.200328644
92.52,299.42,296.95777777777784,836552.7287848262,818648.8061881594,836552.978921386,818644.2054784334
92.52,298.77,296.61555555555555,836552.7238060524,818648.8089218701,836552.9738433629,818644.2080230417
92.53,298.12,296.27333333333337,836552.718796586,818648.8115989222,836552.9687502319,818644.2105372748
92.54,296.81,295.2711111111111,836552.7137272276,818648.8141607491,836552.9636139023,818644.2129620385
92.55,296.17,294.9388888888889,836552.7086295704,818648.8166657923,836552.9584635999,818644.2153569803
92.56,295.54,294.6166666666667,836552.7035046767,818648.8191146335,836552.9532999106,818644.2177229184
92.57,294.92,294.30444444444447,836552.6983535846,818648.8215078767,836552.9481234059,818644.2200606829
92.58,294.33,294.0222222222222,836552.6931781222,818648.8238479497,836552.9429354471,818644.2223729214
92.59,293.18,293.18,836552.6879567363,818648.8260836818,836552.9377140612,818644.2246086535
92.6,292.62,292.62,836552.682713749,818648.8282682735,836552.932471074,818644.2267932452
92.61,292.1,292.1,836552.6774511519,818648.8304051927,836552.9272084769,818644.2289301644
92.62,291.59,291.59,836552.6721697428,818648.8324951846,836552.9219270677,818644.2310201563
92.63,291.11,291.11,836552.6668710101,818648.834540859,836552.916628335,818644.2330658307
92.64,290.18,290.18,836552.6615397714,818648.8365002592,836552.9112970963,818644.2350252309
92.65,289.74,289.74,836552.6561936429,818648.8384186623,836552.9059509678,818644.236943634
92.66,289.3,289.3,836552.6508329398,818648.8402959531,836552.9005902647,818644.2388209248
92.67,288.87,288.87,836552.6454582984,818648.8421329597,836552.8952156233,818644.2406579314
92.68,288.45,288.45,836552.6400703366,818648.8439305204,836552.8898276616,818644.242455492
92.69,287.64,287.64,836552.6346575015,818648.845651732,836552.8844148264,818644.2441767036
92.7,287.25,287.25,836552.6292330769,818648.8473360607,836552.8789904019,818644.2458610324
92.71,286.86,286.86,836552.6237973113,818648.8489834277,836552.8735546364,818644.2475083994
92.72,286.47,286.47,836552.6183504594,818648.8505937563,836552.8681077843,818644.249118728
92.73,286.09,286.09,836552.6128930481,818648.8521679252,836552.862650373,818644.2506928969
92.74,285.33,285.33,836552.6074152351,818648.8536695683,836552.8571725601,818644.25219454
92.75,284.95,284.95,836552.6019275839,818648.8551348477,836552.8516849088,818644.2536598194
92.76,284.59,284.59,836552.5964308357,818648.8565656195,836552.8461881607,818644.2550905911
92.77,284.25,284.25,836552.5909256934,818648.8579637478,836552.8406830183,818644.2564887195
92.78,283.93,283.93,836552.5854128274,818648.859331107,836552.8351701524,818644.2578560787
92.79,283.62,283.62,836552.579892644,818648.8606686202,836552.8296499689,818644.2591935919
92.8,283.02,283.02,836552.5743587583,818648.8619482531,836552.8241160832,818644.2604732248
92.81,282.72,282.72,836552.5688182479,818648.8631988943,836552.8185755728,818644.261723866
92.82,282.42,282.42,836552.5632712662,818648.8644205075,836552.8130285911,818644.2629454791
92.83,282.12,282.12,836552.5577179625,818648.8656130603,836552.8074752875,818644.264138032
92.84,281.83,281.83,836552.5521586946,818648.8667774899,836552.8019160195,818644.2653024616
92.85,281.29,281.29,836552.5465886997,818648.8678894744,836552.7963460246,818644.266414446
92.86,281.04,281.04,836552.5410139058,818648.868977145,836552.7907712307,818644.2675021166
92.87,280.82,280.82,836552.5354349754,818648.870043402,836552.7851923004,818644.2685683736
92.88,280.62,280.62,836552.5298523591,818648.8710901784,836552.779609684,818644.26961515
92.89,280.44,280.44,836552.5242664807,818648.8721194111,836552.7740238056,818644.2706443828
92.9,280.12,280.12,836552.5186749409,818648.8731174305,836552.768432266,818644.2716424022
92.91,279.97,279.97,836552.5130808079,818648.8741008065,836552.7628381328,818644.2726257782
92.92,279.82,279.82,836552.5074841197,818648.8750695353,836552.7572414447,818644.273594507
92.93,279.68,279.68,836552.5018850807,818648.8760245843,836552.7516424056,818644.274549556
92.94,279.53,279.53,836552.4962835613,818648.8769649717,836552.7460408863,818644.2754899433
92.95,279.26,279.26,836552.4906776712,818648.8778789528,836552.7404349961,818644.2764039245
92.96,279.13,279.13,836552.4850697229,818648.8787802133,836552.7348270478,818644.277305185
92.97,279.02,279.02,836552.4794600537,818648.8796707046,836552.7292173787,818644.2781956763
92.98,278.94,278.94,836552.4738491465,818648.8805533631,836552.7236064714,818644.2790783348
92.99,278.88,278.88,836552.4682373182,818648.8814301442,836552.7179946433,818644.2799551159
93.0,278.81,278.81,836552.4626244236,818648.8823000703,836552.7123817485,818644.2808250419
93.01,278.78,278.78,836552.4570110744,818648.8831670554,836552.7067683995,818644.2816920271
93.02,278.75,278.75,836552.4513972729,818648.8840311018,836552.7011545978,818644.2825560735
93.03,278.69,278.69,836552.4457825685,818648.8848892688,836552.6955398935,818644.2834142405
93.04,278.6,278.6,836552.440166523,818648.8857386154,836552.6899238479,818644.2842635871
93.05,278.48,278.48,836552.4345487102,818648.886576199,836552.6843060352,818644.2851011707
93.06,278.2,278.2,836552.428926872,818648.8873863178,836552.6786841969,818644.2859112895
93.07,278.06,278.06,836552.4233030706,818648.8881826982,836552.6730603955,818644.2867076698
93.08,277.92,277.92,836552.4176773403,818648.888965334,836552.6674346653,818644.2874903057
93.09,277.82,277.82,836552.4120502528,818648.8897381498,836552.6618075777,818644.2882631215
93.1,277.74,277.74,836552.4064220927,818648.8905031087,836552.6561794176,818644.2890280804
93.11,277.67,277.67,836552.4007930015,818648.8912611904,836552.6505503266,818644.2897861621
93.12,277.69,277.69,836552.395164175,818648.8920212373,836552.6449215,818644.2905462089
93.13,277.76,277.76,836552.3895362816,818648.8927881614,836552.6392936065,818644.2913131331
93.14,277.87,277.87,836552.3839098706,818648.8935658872,836552.6336671956,818644.2920908589
93.15,277.99,277.99,836552.3782851017,818648.8943553964,836552.6280424267,818644.2928803681
93.16,278.19,278.19,836552.3726631221,818648.8951645335,836552.6224204472,818644.2936895052
93.17,278.26,278.26,836552.3670421364,818648.89598054,836552.6167994613,818644.2945055116
93.18,278.29,278.29,836552.3614215787,818648.8967994892,836552.6111789036,818644.2953244608
93.19,278.31,278.31,836552.3558013059,818648.8976203996,836552.6055586308,818644.2961453713
93.2,278.36,278.36,836552.350181752,818648.8984462139,836552.5999390769,818644.2969711856
93.21,278.49,278.49,836552.3445640866,818648.899284777,836552.5943214116,818644.2978097487
93.22,278.59,278.59,836552.3389478937,818648.9001331441,836552.5887052186,818644.2986581158
93.23,278.7,278.7,836552.3333333387,818648.9009922927,836552.5830906637,818644.2995172642
93.24,278.83,278.83,836552.3277207491,818648.9018641778,836552.577478074,818644.3003891495
93.25,278.95,278.95,836552.3221099973,818648.9027478159,836552.5718673223,818644.3012727876
93.26,279.07,279.07,836552.3165011079,818648.9036432031,836552.5662584328,818644.3021681748
93.27,279.27,279.27,836552.3108953773,818648.9045581637,836552.5606527022,818644.3030831354
93.28,279.34,279.34,836552.3052907697,818648.9054799713,836552.5550480946,818644.304004943
93.29,279.37,279.37,836552.2996866448,818648.9064047138,836552.5494439697,818644.3049296854
93.3,279.37,279.37,836552.29408252,818648.9073294561,836552.5438398449,818644.3058544277
93.31,279.34,279.34,836552.2884779123,818648.9082512637,836552.5382352372,818644.3067762353
93.32,279.26,279.26,836552.2828720221,818648.9091652448,836552.5326293472,818644.3076902165
93.33,279.22,279.22,836552.2772654959,818648.9100753115,836552.5270228208,818644.3086002832
93.36,279.16,279.16,836552.2604430688,818648.9127878995,836552.5102003937,818644.3113128712
93.36,279.09,279.09,836552.2548344925,818648.9136852438,836552.5045918174,818644.3122102155
93.36,279.01,279.01,836552.2492246678,818648.9145747554,836552.4989819927,818644.313099727
93.37,278.86,278.86,836552.2436125346,818648.9154495794,836552.4933698595,818644.313974551
93.38,278.8,278.8,836552.2379994884,818648.9163185257,836552.4877568133,818644.3148434974
93.39,278.76,278.76,836552.2323858363,818648.9171835518,836552.4821431612,818644.3157085235
93.4,278.74,278.74,836552.2267718832,818648.9180466187,836552.4765292082,818644.3165715904
93.41,278.73,278.73,836552.2211577788,818648.9189087059,836552.4709151037,818644.3174336776
93.42,278.7,278.7,836552.2155432238,818648.9197678545,836552.4653005487,818644.3182928262
93.43,278.66,278.66,836552.209928071,818648.9206230827,836552.4596853959,818644.3191480543
93.44,278.61,278.61,836552.2043121749,818648.9214734089,836552.4540695,818644.3199983806
93.45,278.54,278.54,836552.1986952428,818648.922316874,836552.4484525678,818644.3208418457
93.46,278.44,278.44,836552.1930768483,818648.9231505351,836552.4428341732,818644.3216755068
93.47,278.2,278.2,836552.1874550101,818648.923960654,836552.4372123351,818644.3224856256
93.48,278.07,278.07,836552.1818313481,818648.9247580159,836552.431588673,818644.3232829876
93.49,277.93,277.93,836552.1762057551,818648.9255416334,836552.4259630801,818644.3240666051
93.5,277.81,297.3,836552.1705785323,818648.9263134676,836552.420915816,818644.3266716931
93.51,277.69,295.01444444444445,836552.1649497057,818648.9270735144,836552.4157686766,818644.3290734234
93.52,277.59,292.74888888888887,836552.1593195623,818648.9278237352,836552.4105306176,818644.3312698045
93.53,277.43,290.42333333333335,836552.1536873445,818648.928558232,836552.4052077488,818644.3332518301
93.54,277.36,288.1877777777778,836552.148054234,818648.9292858476,836552.399811617,818644.3350247132
93.55,277.29,285.95222222222225,836552.1424202388,818648.9300065797,836552.3943504348,818644.3365857556
93.56,277.21,283.70666666666665,836552.1367852419,818648.9307194449,836552.3888322811,818644.3379316165
93.57,277.13,281.4611111111111,836552.1311492553,818648.931424441,836552.3832656309,818644.3390602297
93.58,276.95,279.11555555555555,836552.1255110833,818648.932111728,836552.3776574545,818644.3399600765
93.59,276.86,276.86,836552.1198718387,818648.9327901583,836552.3720182099,818644.3406385067
93.6,276.75,276.75,836552.1142313016,818648.9334577606,836552.3663776728,818644.341306109
93.61,276.63,276.63,836552.1085893789,818648.9341135473,836552.3607357501,818644.3419618957
93.62,276.49,276.49,836552.1029458707,818648.9347555471,836552.3550922418,818644.3426038955
93.63,276.19,276.19,836552.0972990784,818648.9353679876,836552.3494454494,818644.3432163361
93.64,276.03,276.03,836552.0916505974,818648.9359646579,836552.3437969686,818644.3438130063
93.65,275.88,275.88,836552.0860005735,818648.9365465374,836552.3381469445,818644.3443948859
93.66,275.74,275.74,836552.0803491437,818648.9371146099,836552.3324955149,818644.3449629584
93.67,275.61,275.61,836552.0746964396,818648.9376698588,836552.3268428106,818644.3455182073
93.68,275.36,275.36,836552.0690413682,818648.9382004384,836552.3211877393,818644.3460487869
93.69,275.23,275.23,836552.0633851071,818648.9387181845,836552.3155314783,818644.3465665329
93.7,275.09,275.09,836552.0577275979,818648.9392221092,836552.3098739691,818644.3470704576
93.71,274.9,274.9,836552.0520684486,818648.9397072704,836552.3042148198,818644.3475556188
93.72,274.68,274.68,836552.0464074776,818648.9401706969,836552.2985538486,818644.3480190453
93.73,274.14,274.14,836552.0407423902,818648.9405807512,836552.2928887613,818644.3484290995
93.74,273.84,273.84,836552.0350752346,818648.9409611372,836552.2872216057,818644.3488094856
93.75,273.51,273.51,836552.0294059805,818648.9413088777,836552.2815523515,818644.3491572262
93.76,273.2,273.2,836552.0237349287,818648.941625938,836552.2758812999,818644.3494742864
93.77,272.92,272.92,836552.0180623945,818648.9419152811,836552.2702087656,818644.3497636296
93.78,272.7,272.7,836552.0123887918,818648.9421828411,836552.264535163,818644.3500311896
93.79,272.4,272.4,836552.0067138661,818648.9424206904,836552.2588602373,818644.3502690389
93.8,272.3,272.3,836552.0010385346,818648.9426486349,836552.2531849056,818644.3504969833
93.81,272.23,272.23,836551.9953629283,818648.9428696454,836552.2475092993,818644.3507179938
93.82,272.17,272.17,836551.9896870936,818648.9430847138,836552.2418334648,818644.3509330621
93.83,272.09,272.09,836551.9840109643,818648.9432918566,836552.2361573355,818644.351140205
93.84,271.89,271.89,836551.9783341461,818648.9434791836,836552.2304805173,818644.351327532
93.85,271.78,271.78,836551.9726569785,818648.9436556118,836552.2248033497,818644.3515039603
93.86,271.67,271.67,836551.9669794837,818648.9438211415,836552.2191258549,818644.35166949
93.87,271.54,271.54,836551.9613016275,818648.9439737871,836552.2134479986,818644.3518221355
93.88,271.41,271.41,836551.9556234399,818648.9441135507,836552.207769811,818644.3519618991
93.89,271.13,271.13,836551.9499446363,818648.9442255647,836552.2020910075,818644.3520739131
93.9,270.99,270.99,836551.9442655762,818648.944323701,836552.1964119474,818644.3521720493
93.91,270.86,270.86,836551.9385863082,818648.9444089531,836552.1907326792,818644.3522573016
93.92,270.73,270.73,836551.9329068603,818648.9444813192,836552.1850532313,818644.3523296677
93.93,270.61,270.61,836551.927227275,818648.9445417889,836552.1793736462,818644.3523901373
93.94,270.36,270.36,836551.9215474797,818648.944577476,836552.1736938509,818644.3524258245
93.95,270.24,270.24,836551.9158676218,818648.9446012689,836552.168013993,818644.3524496172
93.96,270.1,270.1,836551.9101877215,818648.9446111819,836552.1623340927,818644.3524595302
93.98,269.94,269.94,836551.8988279108,818648.9445992855,836552.150974282,818644.3524476339
93.98,269.75,269.75,836551.8931480569,818648.944574503,836552.145294428,818644.3524228514
93.99,269.35,269.35,836551.8874685141,818648.9445100685,836552.1396148852,818644.3523584169
94.0,269.15,269.15,836551.8817892318,818648.944425808,836552.133935603,818644.3522741564
94.01,268.98,268.98,836551.8761102243,818648.9443246967,836552.1282565953,818644.352173045
94.02,268.84,268.84,836551.8704314793,818648.9442097095,836552.1225778504,818644.352058058
94.03,268.75,268.75,836551.8647529221,818648.9440858031,836552.1168992933,818644.3519341516
94.04,268.69,268.69,836551.8590744982,818648.9439559506,836552.1112208694,818644.351804299
94.06,268.61,268.61,836551.8477180242,818648.9436803883,836552.0998643952,818644.3515287368
94.06,268.57,268.57,836551.8420398851,818648.9435386433,836552.0941862562,818644.3513869918
94.07,268.53,268.53,836551.836361847,818648.9433929336,836552.0885082181,818644.3512412821
94.08,268.45,268.45,836551.8306840169,818648.9432392963,836552.082830388,818644.3510876447
94.09,268.36,268.36,836551.8250064353,818648.9430767398,836552.0771528065,818644.3509250882
94.1,268.11,268.11,836551.8193296171,818648.9428894127,836552.0714759883,818644.3507377612
94.11,267.96,267.96,836551.813653308,818648.9426872245,836552.0657996791,818644.3505355729
94.12,267.79,267.79,836551.8079776249,818648.9424681953,836552.060123996,818644.3503165437
94.13,267.63,267.63,836551.802302576,818648.9422333171,836552.0544489472,818644.3500816656
94.14,267.48,267.48,836551.7966281614,818648.9419835815,836552.0487745325,818644.3498319299
94.15,267.24,267.24,836551.7909548415,818648.9417100793,836552.0431012126,818644.3495584278
94.16,267.14,267.14,836551.7852820083,818648.9414266763,836552.0374283795,818644.3492750247
94.17,267.07,267.07,836551.7796095246,818648.9411363435,836552.0317558957,818644.3489846919
94.18,267.03,267.03,836551.7739372449,818648.9408420499,836552.026083616,818644.3486903983
94.19,267.0,267.0,836551.7682651207,818648.9405447872,836552.0204114917,818644.3483931357
94.2,266.99,266.99,836551.762593049,818648.9402465329,836552.01473942,818644.3480948814
94.21,266.98,266.98,836551.7569210298,818648.939947289,836552.0090674008,818644.3477956373
94.22,266.96,266.96,836551.7512491156,818648.9396460655,836552.0033954866,818644.347494414
94.23,266.94,266.94,836551.7455773064,818648.9393428627,836551.9977236775,818644.3471912112
94.24,266.92,266.92,836551.7399056023,818648.9390376806,836551.9920519735,818644.346886029
94.25,266.87,266.87,836551.7342341668,818648.938727548,836551.986380538,818644.3465758965
94.26,266.86,266.86,836551.7285627859,818648.9384164258,836551.980709157,818644.3462647742
94.27,266.87,266.87,836551.7228913504,818648.9381062932,836551.9750377215,818644.3459546417
94.28,266.89,266.89,836551.7172198078,818648.93779814,836551.969366179,818644.3456464885
94.29,266.92,266.92,836551.7115481037,818648.9374929579,836551.9636944749,818644.3453413063
94.3,266.94,266.94,836551.7058762945,818648.9371897551,836551.9580226657,818644.3450381036
94.31,267.01,267.01,836551.7002041178,818648.9368934822,836551.952350489,818644.3447418306
94.32,267.06,267.06,836551.6945316866,818648.9366021596,836551.9466780578,818644.3444505081
94.33,267.12,267.12,836551.6888589524,818648.9363167773,836551.9410053235,818644.3441651257
94.34,267.19,267.19,836551.6831858748,818648.9360383247,836551.935332246,818644.3438866731
94.35,267.28,267.28,836551.677512365,818648.9357687833,836551.9296587362,818644.3436171318
94.36,267.49,267.49,836551.671837906,818648.9355200394,836551.9239842772,818644.3433683879
94.37,267.59,267.59,836551.6661630227,818648.9352811985,836551.9183093939,818644.3431295468
94.38,267.67,267.67,836551.6604878104,818648.935050281,836551.9126341814,818644.3428986294
94.4,267.7,267.7,836551.6491371451,818648.9345943902,836551.9012835162,818644.3424427386
94.4,267.69,267.69,836551.6434618519,818648.9343654541,836551.895608223,818644.3422138025
94.41,267.58,267.58,836551.637787009,818648.9341256234,836551.8899333802,818644.3419739719
94.42,267.51,267.51,836551.6321124631,818648.9338788589,836551.8842588343,818644.3417272073
94.43,267.44,267.44,836551.6264382242,818648.9336251626,836551.8785845953,818644.341473511
94.44,267.39,267.39,836551.6207642074,818648.9333665138,836551.8729105786,818644.3412148622
94.45,267.36,267.36,836551.615090328,818648.9331048959,836551.8672366992,818644.3409532444
94.46,267.38,267.38,836551.6094163578,818648.9328452575,836551.8615627289,818644.3406936058
94.47,267.43,267.43,836551.6037421633,818648.9325905713,836551.8558885345,818644.3404389198
94.48,267.52,267.52,836551.5980675749,818648.9323447986,836551.8502139461,818644.340193147
94.49,267.64,267.64,836551.5923924837,818648.93211091,836551.8445388548,818644.3399592584
94.5,267.79,297.3,836551.5867168007,818648.9318918808,836551.8394915906,818644.3425643465
94.51,268.11,294.3411111111111,836551.5810399825,818648.9317045539,836551.8343165827,818644.3449054233
94.52,268.28,291.23222222222216,836551.5753626331,818648.9315340698,836551.8290222248,818644.3469623963
