Time (s),Original_Heading,Improved_Heading,Original_East,Original_North,Improved_East,Improved_North
0.71,358.69,358.69,836559.4772692015,818603.3680118349,836559.4772692015,818603.3680118349
0.72,358.74,358.74,836559.4771443035,818603.3736903699,836559.4771443035,818603.3736903699
0.73,358.8,358.8,836559.4770253516,818603.379369032,836559.4770253516,818603.379369032
0.74,358.86,358.86,836559.4769123478,818603.3850478154,836559.4769123478,818603.3850478154
0.75,358.91,358.91,836559.4768042986,818603.3907266958,836559.4768042986,818603.3907266958
0.76,359.02,359.02,836559.4767071521,818603.396405772,836559.4767071521,818603.396405772
0.77,359.07,359.07,836559.476614962,818603.402084931,836559.476614962,818603.402084931
0.78,359.12,359.12,836559.4765277285,818603.4077641689,836559.4765277285,818603.4077641689
0.79,359.17,359.17,836559.4764454514,818603.4134434814,836559.4764454514,818603.4134434814
0.8,359.21,359.21,836559.4763671391,818603.4191228505,836559.4763671391,818603.4191228505
0.81,359.33,359.33,836559.4763007213,818603.4248023712,836559.4763007213,818603.4248023712
0.82,359.39,359.39,836559.4762402516,818603.4304819565,836559.4762402516,818603.4304819565
0.83,359.48,359.48,836559.4761887032,818603.4361616306,836559.4761887032,818603.4361616306
0.84,359.57,359.57,836559.4761460761,818603.4418413793,836559.4761460761,818603.4418413793
0.85,359.53,359.53,836559.4760994841,818603.4475210959,836559.4760994841,818603.4475210959
0.86,359.47,359.47,836559.4760469442,818603.4532007618,836559.4760469442,818603.4532007618
0.87,359.53,359.53,836559.4760003522,818603.4588804784,836559.4760003522,818603.4588804784
0.88,359.62,359.62,836559.4759626816,818603.4645602616,836559.4759626816,818603.4645602616
0.89,359.68,359.68,836559.4759309592,818603.4702400811,836559.4759309592,818603.4702400811
1.42,359.71,359.71,836559.4744072906,818603.771271352,836559.4744072906,818603.771271352
1.42,359.73,359.73,836559.4743805246,818603.7769511977,836559.4743805246,818603.7769511977
1.42,359.72,359.72,836559.474352767,818603.7826310374,836559.474352767,818603.7826310374
1.43,359.72,359.72,836559.4743250094,818603.7883108772,836559.4743250094,818603.7883108772
1.43,359.71,359.71,836559.4742962602,818603.7939907128,836559.4742962602,818603.7939907128
1.43,359.71,359.71,836559.4742675108,818603.7996705485,836559.4742675108,818603.7996705485
1.43,359.7,359.7,836559.4742377718,818603.8053503782,836559.4742377718,818603.8053503782
1.43,359.69,359.69,836559.4742070411,818603.8110302037,836559.4742070411,818603.8110302037
1.43,359.67,359.67,836559.474174327,818603.8167100172,836559.474174327,818603.8167100172
1.43,359.64,359.64,836559.4741386399,818603.8223898124,836559.4741386399,818603.8223898124
1.43,359.58,359.58,836559.4740970045,818603.8280695673,836559.4740970045,818603.8280695673
1.43,359.51,359.51,836559.4740484292,818603.8337492677,836559.4740484292,818603.8337492677
1.43,359.32,359.32,836559.4739810196,818603.8394287762,836559.4739810196,818603.8394287762
1.44,359.22,359.22,836559.473903699,818603.8451081574,836559.473903699,818603.8451081574
1.44,359.14,359.14,836559.4738184469,818603.8507874255,836559.4738184469,818603.8507874255
1.44,359.07,359.07,836559.4737262568,818603.8564665846,836559.4737262568,818603.8564665846
1.44,359.01,359.01,836559.4736281206,818603.8621456447,836559.4736281206,818603.8621456447
1.44,358.95,358.95,836559.4735240361,818603.8678245997,836559.4735240361,818603.8678245997
1.44,358.93,358.93,836559.4734179702,818603.8735035164,836559.4734179702,818603.8735035164
1.44,358.93,358.93,836559.4733119045,818603.8791824331,836559.4733119045,818603.8791824331
1.44,358.93,358.93,836559.4732058386,818603.8848613498,836559.4732058386,818603.8848613498
1.44,358.93,358.93,836559.4730997728,818603.8905402665,836559.4730997728,818603.8905402665
1.44,358.93,358.93,836559.4729937069,818603.8962191832,836559.4729937069,818603.8962191832
1.44,358.93,358.93,836559.4728876412,818603.9018980999,836559.4728876412,818603.9018980999
1.44,358.93,358.93,836559.4727815753,818603.9075770166,836559.4727815753,818603.9075770166
1.45,358.92,358.92,836559.4726745178,818603.913255915,836559.4726745178,818603.913255915
1.45,358.92,358.92,836559.4725674603,818603.9189348136,836559.4725674603,818603.9189348136
1.45,358.94,358.94,836559.4724623861,818603.9246137504,836559.4724623861,818603.9246137504
1.45,358.95,358.95,836559.4723583017,818603.9302927055,836559.4723583017,818603.9302927055
1.45,358.97,358.97,836559.4722562007,818603.935971695,836559.4722562007,818603.935971695
1.45,358.98,358.98,836559.4721550894,818603.9416507025,836559.4721550894,818603.9416507025
1.45,359.0,359.0,836559.4720559614,818603.9473297464,836559.4720559614,818603.9473297464
1.45,359.01,359.01,836559.4719578251,818603.9530088066,836559.4719578251,818603.9530088066
1.45,359.04,359.04,836559.471862662,818603.9586879171,836559.471862662,818603.9586879171
1.45,359.06,359.06,836559.4717694803,818603.96436706,836559.4717694803,818603.96436706
1.46,359.09,359.09,836559.4716792736,818603.9700462514,836559.4716792736,818603.9700462514
1.46,359.13,359.13,836559.4715930318,818603.9757255054,836559.4715930318,818603.9757255054
1.46,359.18,359.18,836559.4715117464,818603.9814048321,836559.4715117464,818603.9814048321
1.46,359.31,359.31,836559.4714433472,818603.9870843284,836559.4714433472,818603.9870843284
1.46,359.38,359.38,836559.4713818857,818603.9927639036,836559.4713818857,818603.9927639036
1.46,359.46,359.46,836559.471328354,818603.9984435595,836559.471328354,818603.9984435595
1.46,359.53,359.53,836559.4712817621,818604.004123276,836559.4712817621,818604.004123276
1.46,359.59,359.59,836559.4712411184,818604.009803039,836559.4712411184,818604.009803039
1.46,359.68,359.68,836559.471209396,818604.0154828585,836559.471209396,818604.0154828585
1.46,359.71,359.71,836559.4711806467,818604.0211626942,836559.4711806467,818604.0211626942
1.46,359.74,359.74,836559.4711548724,818604.026842544,836559.4711548724,818604.026842544
1.46,359.77,359.77,836559.4711320713,818604.032522406,836559.4711320713,818604.032522406
1.47,359.8,359.8,836559.4711122453,818604.0382022801,836559.4711122453,818604.0382022801
1.47,359.84,359.84,836559.4710963842,818604.0438821662,836559.4710963842,818604.0438821662
1.47,359.86,359.86,836559.4710825064,818604.0495620564,836559.4710825064,818604.0495620564
1.47,359.87,359.87,836559.4710696182,818604.0552419507,836559.4710696182,818604.0552419507
1.47,359.88,359.88,836559.4710577219,818604.0609218469,836559.4710577219,818604.0609218469
1.47,359.89,359.89,836559.4710468171,818604.0666017452,836559.4710468171,818604.0666017452
1.47,359.9,359.9,836559.4710369041,818604.0722816455,836559.4710369041,818604.0722816455
1.47,359.91,359.91,836559.4710279829,818604.0779615458,836559.4710279829,818604.0779615458
1.47,359.93,359.93,836559.471021043,818604.0836414502,836559.471021043,818604.0836414502
1.47,359.94,359.94,836559.4710150948,818604.0893213545,836559.4710150948,818604.0893213545
1.47,359.95,359.95,836559.4710101383,818604.0950012609,836559.4710101383,818604.0950012609
1.48,359.95,359.95,836559.4710051818,818604.1006811673,836559.4710051818,818604.1006811673
1.49,359.91,359.91,836559.4709962605,818604.1063610676,836559.4709962605,818604.1063610676
1.5,359.88,359.88,836559.470984364,818604.1120409638,836559.470984364,818604.1120409638
1.51,359.83,359.83,836559.4709675112,818604.117720846,836559.4709675112,818604.117720846
1.52,359.78,359.78,836559.4709457018,818604.123400712,836559.4709457018,818604.123400712
1.53,359.72,359.72,836559.4709179442,818604.1290805517,836559.4709179442,818604.1290805517
1.54,359.61,359.61,836559.4708792819,818604.1347603288,836559.4708792819,818604.1347603288
1.58,359.56,359.56,836559.4707048087,818604.1574792918,836559.4707048087,818604.1574792918
1.58,359.51,359.51,836559.4706562334,818604.1631589922,836559.4706562334,818604.1631589922
1.59,359.46,359.46,836559.4706027017,818604.1688386481,836559.4706027017,818604.1688386481
1.59,359.41,359.41,836559.4705442133,818604.1745182555,836559.4705442133,818604.1745182555
1.59,359.32,359.32,836559.4704768037,818604.1801977641,836559.4704768037,818604.1801977641
1.6,359.27,359.27,836559.4704044376,818604.1858772119,836559.4704044376,818604.1858772119
1.61,359.23,359.23,836559.4703281068,818604.1915566073,836559.4703281068,818604.1915566073
1.62,359.2,359.2,836559.4702488028,818604.1972359623,836559.4702488028,818604.1972359623
1.64,359.18,359.18,836559.4700862301,818604.2085946157,836559.4700862301,818604.2085946157
1.64,359.17,359.17,836559.4700039531,818604.2142739282,836559.4700039531,818604.2142739282
1.65,359.18,359.18,836559.4699226677,818604.2199532549,836559.4699226677,818604.2199532549
1.66,359.19,359.19,836559.469842372,818604.2256325957,836559.469842372,818604.2256325957
1.67,359.21,359.21,836559.4697640598,818604.2313119649,836559.4697640598,818604.2313119649
1.68,359.23,359.23,836559.4696877289,818604.2369913602,836559.4696877289,818604.2369913602
1.69,359.24,359.24,836559.4696123897,818604.2426707677,836559.4696123897,818604.2426707677
1.7,359.24,359.24,836559.4695370506,818604.2483501752,836559.4695370506,818604.2483501752
1.71,359.23,359.23,836559.4694607196,818604.2540295706,836559.4694607196,818604.2540295706
1.72,359.21,359.21,836559.4693824074,818604.2597089397,836559.4693824074,818604.2597089397
1.73,359.19,359.19,836559.4693021117,818604.2653882805,836559.4693021117,818604.2653882805
1.74,359.17,359.17,836559.4692198347,818604.2710675931,836559.4692198347,818604.2710675931
1.75,359.12,359.12,836559.469132601,818604.2767468309,836559.469132601,818604.2767468309
1.76,359.1,359.1,836559.4690433841,818604.2824260385,836559.4690433841,818604.2824260385
1.77,359.08,359.08,836559.4689521858,818604.2881052137,836559.4689521858,818604.2881052137
1.78,359.08,359.08,836559.4688609875,818604.2937843889,836559.4688609875,818604.2937843889
1.8,359.07,359.07,836559.4686766074,818604.305142709,836559.4686766074,818604.305142709
1.8,359.05,359.05,836559.4685824359,818604.3108218358,836559.4685824359,818604.3108218358
1.81,359.02,359.02,836559.4684852894,818604.3165009121,836559.4684852894,818604.3165009121
1.82,358.99,358.99,836559.4683851696,818604.3221799379,836559.4683851696,818604.3221799379
1.83,358.94,358.94,836559.4682800956,818604.3278588747,836559.4682800956,818604.3278588747
1.84,358.89,358.89,836559.468170065,818604.3335377167,836559.468170065,818604.3335377167
1.85,358.79,358.79,836559.4680501233,818604.3392163586,836559.4680501233,818604.3392163586
1.86,358.75,358.75,836559.4679262169,818604.3448949158,836559.4679262169,818604.3448949158
1.87,358.73,358.73,836559.4678003292,818604.3505734286,836559.4678003292,818604.3505734286
1.88,358.73,358.73,836559.4676744414,818604.3562519413,836559.4676744414,818604.3562519413
1.89,358.73,358.73,836559.4675485536,818604.361930454,836559.4675485536,818604.361930454
1.9,358.76,358.76,836559.4674256389,818604.3676090314,836559.4674256389,818604.3676090314
1.91,358.77,358.77,836559.4673037139,818604.373287631,836559.4673037139,818604.373287631
1.92,358.78,358.78,836559.4671827806,818604.3789662508,836559.4671827806,818604.3789662508
1.93,358.8,358.8,836559.4670638287,818604.3846449129,836559.4670638287,818604.3846449129
1.94,358.82,358.82,836559.4669468602,818604.3903236155,836559.4669468602,818604.3903236155
1.95,358.86,358.86,836559.4668338565,818604.3960023989,836559.4668338565,818604.3960023989
1.96,358.94,358.94,836559.4667287824,818604.4016813358,836559.4667287824,818604.4016813358
1.98,358.99,358.99,836559.466528543,818604.4130393873,836559.466528543,818604.4130393873
1.98,359.05,359.05,836559.4664343717,818604.418718514,836559.4664343717,818604.418718514
1.99,359.11,359.11,836559.4663461464,818604.4243977377,836559.4663461464,818604.4243977377
2.0,359.15,359.15,836559.466261886,818604.4300770201,836559.466261886,818604.4300770201
2.01,359.21,359.21,836559.4661835736,818604.4357563892,836559.4661835736,818604.4357563892
2.02,359.23,359.23,836559.4661072427,818604.4414357846,836559.4661072427,818604.4414357846
2.03,359.23,359.23,836559.4660309119,818604.4471151798,836559.4660309119,818604.4471151798
2.04,359.21,359.21,836559.4659525997,818604.452794549,836559.4659525997,818604.452794549
2.05,359.18,359.18,836559.4658713143,818604.4584738757,836559.4658713143,818604.4584738757
2.06,359.1,359.1,836559.4657820973,818604.4641530833,836559.4657820973,818604.4641530833
2.07,359.06,359.06,836559.4656889156,818604.4698322262,836559.4656889156,818604.4698322262
2.08,359.01,359.01,836559.4655907793,818604.4755112862,836559.4655907793,818604.4755112862
2.09,358.97,358.97,836559.4654886783,818604.4811902756,836559.4654886783,818604.4811902756
2.1,358.93,358.93,836559.4653826124,818604.4868691923,836559.4653826124,818604.4868691923
2.11,358.87,358.87,836559.4652705984,818604.4925479959,836559.4652705984,818604.4925479959
2.12,358.84,358.84,836559.4651556113,818604.4982267409,836559.4651556113,818604.4982267409
2.13,358.83,358.83,836559.4650396345,818604.5039054657,836559.4650396345,818604.5039054657
2.14,358.81,358.81,836559.4649216743,818604.5095841481,836559.4649216743,818604.5095841481
2.15,358.81,358.81,836559.4648037141,818604.5152628305,836559.4648037141,818604.5152628305
2.16,358.78,358.78,836559.4646827808,818604.5209414503,836559.4646827808,818604.5209414503
2.17,358.76,358.76,836559.4645598661,818604.5266200276,836559.4645598661,818604.5266200276
2.18,358.73,358.73,836559.4644339783,818604.5322985403,836559.4644339783,818604.5322985403
2.19,358.71,358.71,836559.4643061071,818604.5379770087,836559.4643061071,818604.5379770087
2.2,358.69,358.69,836559.4641762546,818604.5436554325,836559.4641762546,818604.5436554325
2.21,358.67,358.67,836559.4640444185,818604.54933381,836559.4640444185,818604.54933381
2.22,358.67,358.67,836559.4639125826,818604.5550121873,836559.4639125826,818604.5550121873
2.23,358.68,358.68,836559.4637817383,818604.560690589,836559.4637817383,818604.560690589
2.24,358.71,358.71,836559.4636538671,818604.5663690573,836559.4636538671,818604.5663690573
2.25,358.76,358.76,836559.4635309525,818604.5720476347,836559.4635309525,818604.5720476347
2.26,358.82,358.82,836559.4634139839,818604.5777263372,836559.4634139839,818604.5777263372
2.28,358.98,358.98,836559.4632117633,818604.5890843525,836559.4632117633,818604.5890843525
2.28,359.06,359.06,836559.4631185816,818604.5947634954,836559.4631185816,818604.5947634954
2.3,359.14,359.14,836559.4629480792,818604.6061220316,836559.4629480792,818604.6061220316
2.3,359.2,359.2,836559.4628687752,818604.6118013866,836559.4628687752,818604.6118013866
2.32,359.24,359.24,836559.4627180969,818604.6231602036,836559.4627180969,818604.6231602036
2.32,359.3,359.3,836559.4626487059,818604.6288396878,836559.4626487059,818604.6288396878
2.33,359.32,359.32,836559.4625812963,818604.6345191963,836559.4625812963,818604.6345191963
2.34,359.34,359.34,836559.4625158701,818604.640198727,836559.4625158701,818604.640198727
2.35,359.36,359.36,836559.4624524254,818604.6458782799,836559.4624524254,818604.6458782799
2.36,359.39,359.39,836559.4623919557,818604.6515578651,836559.4623919557,818604.6515578651
2.38,359.43,359.43,836559.462278946,818604.6629171184,836559.462278946,818604.6629171184
2.38,359.45,359.45,836559.4622244245,818604.6685967642,836559.4622244245,818604.6685967642
2.39,359.46,359.46,836559.4621708926,818604.6742764201,836559.4621708926,818604.6742764201
2.4,359.47,359.47,836559.4621183525,818604.6799560862,836559.4621183525,818604.6799560862
2.41,359.48,359.48,836559.4620668042,818604.6856357603,836559.4620668042,818604.6856357603
2.42,359.47,359.47,836559.4620142641,818604.6913154263,836559.4620142641,818604.6913154263
2.43,359.46,359.46,836559.4619607322,818604.6969950822,836559.4619607322,818604.6969950822
2.44,359.45,359.45,836559.4619062108,818604.702674728,836559.4619062108,818604.702674728
2.46,359.45,359.45,836559.4617971658,818604.7140340217,836559.4617971658,818604.7140340217
2.46,359.46,359.46,836559.461743634,818604.7197136777,836559.461743634,818604.7197136777
2.48,359.48,359.48,836559.4616405373,818604.7310730258,836559.4616405373,818604.7310730258
2.48,359.53,359.53,836559.4615939454,818604.7367527423,836559.4615939454,818604.7367527423
2.49,359.56,359.56,836559.4615503266,818604.7424324831,836559.4615503266,818604.7424324831
2.5,359.59,359.59,836559.4615096828,818604.748112246,836559.4615096828,818604.748112246
2.51,359.62,359.62,836559.4614720122,818604.7537920292,836559.4614720122,818604.7537920292
2.52,359.65,359.65,836559.4614373167,818604.7594718306,836559.4614373167,818604.7594718306
2.54,359.71,359.71,836559.4613798202,818604.7708315019,836559.4613798202,818604.7708315019
2.54,359.74,359.74,836559.461354046,818604.7765113517,836559.461354046,818604.7765113517
2.55,359.77,359.77,836559.4613312449,818604.7821912137,836559.4613312449,818604.7821912137
2.56,359.79,359.79,836559.4613104272,818604.7878710837,836559.4613104272,818604.7878710837
2.58,359.81,359.81,836559.4612727566,818604.7992308378,836559.4612727566,818604.7992308378
2.58,359.85,359.85,836559.4612578871,818604.804910726,836559.4612578871,818604.804910726
2.59,359.86,359.86,836559.4612440093,818604.8105906163,836559.4612440093,818604.8105906163
2.6,359.87,359.87,836559.4612311212,818604.8162705105,836559.4612311212,818604.8162705105
2.62,359.88,359.88,836559.4612073284,818604.827630301,836559.4612073284,818604.827630301
2.62,359.89,359.89,836559.4611964237,818604.8333101993,836559.4611964237,818604.8333101993
2.63,359.92,359.92,836559.4611884921,818604.8389901017,836559.4611884921,818604.8389901017
2.64,359.93,359.93,836559.4611815521,818604.8446700061,836559.4611815521,818604.8446700061
2.65,359.94,359.94,836559.461175604,818604.8503499104,836559.461175604,818604.8503499104
2.66,359.93,359.93,836559.461168664,818604.8560298147,836559.461168664,818604.8560298147
2.67,359.92,359.92,836559.4611607324,818604.8617097171,836559.4611607324,818604.8617097171
2.68,359.89,359.89,836559.4611498278,818604.8673896154,836559.4611498278,818604.8673896154
2.7,359.87,359.87,836559.4611240536,818604.8787494019,836559.4611240536,818604.8787494019
2.7,359.84,359.84,836559.4611081923,818604.884429288,836559.4611081923,818604.884429288
2.71,359.81,359.81,836559.4610893581,818604.8901091641,836559.4610893581,818604.8901091641
2.72,359.78,359.78,836559.4610675487,818604.8957890301,836559.4610675487,818604.8957890301
2.73,359.75,359.75,836559.4610427662,818604.901468884,836559.4610427662,818604.901468884
2.74,359.69,359.69,836559.4610120355,818604.9071487095,836559.4610120355,818604.9071487095
2.75,359.66,359.66,836559.4609783298,818604.9128285169,836559.4609783298,818604.9128285169
2.76,359.62,359.62,836559.4609406592,818604.9185083001,836559.4609406592,818604.9185083001
2.78,359.57,359.57,836559.460855405,818604.9298677958,836559.460855405,818604.9298677958
2.78,359.52,359.52,836559.4608078214,818604.9355475041,836559.4608078214,818604.9355475041
2.79,359.41,359.41,836559.460749333,818604.9412271116,836559.460749333,818604.9412271116
2.8,359.35,359.35,836559.4606848985,818604.9469066544,836559.4606848985,818604.9469066544
2.81,359.3,359.3,836559.4606155076,818604.9525861386,836559.4606155076,818604.9525861386
2.82,359.25,359.25,836559.4605411601,818604.9582655603,836559.4605411601,818604.9582655603
2.83,359.21,359.21,836559.4604628478,818604.9639449294,836559.4604628478,818604.9639449294
2.84,359.14,359.14,836559.4603775957,818604.9696241976,836559.4603775957,818604.9696241976
2.86,359.12,359.12,836559.4602031286,818604.9809826732,836559.4602031286,818604.9809826732
2.86,359.1,359.1,836559.4601139117,818604.9866618807,836559.4601139117,818604.9866618807
2.88,359.09,359.09,836559.4599334963,818604.9980202635,836559.4599334963,818604.9980202635
2.88,359.09,359.09,836559.4598432897,818605.0036994548,836559.4598432897,818605.0036994548
2.89,359.08,359.08,836559.4597520913,818605.0093786301,836559.4597520913,818605.0093786301
2.9,359.08,359.08,836559.459660893,818605.0150578053,836559.459660893,818605.0150578053
2.91,359.09,359.09,836559.4595706863,818605.0207369967,836559.4595706863,818605.0207369967
2.92,359.09,359.09,836559.4594804797,818605.0264161881,836559.4594804797,818605.0264161881
2.94,359.1,359.1,836559.4593020477,818605.0377746031,836559.4593020477,818605.0377746031
2.94,359.11,359.11,836559.4592138225,818605.0434538268,836559.4592138225,818605.0434538268
2.95,359.13,359.13,836559.4591275806,818605.0491330808,836559.4591275806,818605.0491330808
2.96,359.16,359.16,836559.4590443119,818605.0548123792,836559.4590443119,818605.0548123792
2.97,359.19,359.19,836559.4589640162,818605.0604917201,836559.4589640162,818605.0604917201
2.98,359.23,359.23,836559.4588876853,818605.0661711154,836559.4588876853,818605.0661711154
2.99,359.28,359.28,836559.458816311,818605.0718505754,836559.458816311,818605.0718505754
3.0,359.4,359.4,836559.458756833,818605.0775301728,836559.458756833,818605.0775301728
3.01,359.46,359.46,836559.4587033011,818605.0832098287,836559.4587033011,818605.0832098287
3.02,359.53,359.53,836559.4586567093,818605.0888895452,836559.4586567093,818605.0888895452
3.03,359.6,359.6,836559.4586170573,818605.0945693143,836559.4586170573,818605.0945693143
3.04,359.67,359.67,836559.4585843432,818605.1002491277,836559.4585843432,818605.1002491277
3.05,359.79,359.79,836559.4585635255,818605.1059289977,836559.4585635255,818605.1059289977
3.06,359.85,359.85,836559.458548656,818605.1116088859,836559.458548656,818605.1116088859
3.07,359.9,359.9,836559.458538743,818605.1172887862,836559.458538743,818605.1172887862
3.08,359.94,359.94,836559.4585327948,818605.1229686906,836559.4585327948,818605.1229686906
3.1,359.98,359.98,836559.45852883,818605.1343285054,836559.45852883,818605.1343285054
3.1,0.05,0.05,836559.4585337865,818605.1400084117,836559.4585337865,818605.1400084117
3.11,0.08,0.08,836559.4585417181,818605.1456883141,836559.4585417181,818605.1456883141
3.12,0.1,0.1,836559.4585516311,818605.1513682144,836559.4585516311,818605.1513682144
3.13,0.12,0.12,836559.4585635276,818605.1570481106,836559.4585635276,818605.1570481106
3.14,0.12,0.12,836559.4585754239,818605.162728007,836559.4585754239,818605.162728007
3.15,0.1,0.1,836559.4585853369,818605.1684079072,836559.4585853369,818605.1684079072
3.16,0.08,0.08,836559.4585932685,818605.1740878095,836559.4585932685,818605.1740878095
3.17,0.05,0.05,836559.458598225,818605.179767716,836559.458598225,818605.179767716
3.18,0.02,0.02,836559.4586002084,818605.1854476243,836559.4586002084,818605.1854476243
3.19,359.99,359.99,836559.4585992168,818605.1911275327,836559.4585992168,818605.1911275327
3.2,359.93,359.93,836559.4585922768,818605.1968074371,836559.4585922768,818605.1968074371
3.21,359.9,359.9,836559.4585823638,818605.2024873374,836559.4585823638,818605.2024873374
3.22,359.89,359.89,836559.4585714592,818605.2081672357,836559.4585714592,818605.2081672357
3.23,359.88,359.88,836559.4585595627,818605.2138471319,836559.4585595627,818605.2138471319
3.24,359.88,359.88,836559.4585476663,818605.2195270283,836559.4585476663,818605.2195270283
3.25,359.88,359.88,836559.45853577,818605.2252069245,836559.45853577,818605.2252069245
3.26,359.9,359.9,836559.458525857,818605.2308868248,836559.458525857,818605.2308868248
3.27,359.92,359.92,836559.4585179253,818605.2365667272,836559.4585179253,818605.2365667272
3.28,359.94,359.94,836559.4585119771,818605.2422466315,836559.4585119771,818605.2422466315
3.29,359.97,359.97,836559.458509004,818605.2479265379,836559.458509004,818605.2479265379
3.3,360.0,360.0,836559.458509004,818605.2536064462,836559.458509004,818605.2536064462
3.31,0.06,0.06,836559.4585149522,818605.2592863506,836559.4585149522,818605.2592863506
3.32,0.09,0.09,836559.4585238735,818605.2649662509,836559.4585238735,818605.2649662509
3.33,0.12,0.12,836559.45853577,818605.2706461472,836559.45853577,818605.2706461472
3.34,0.16,0.16,836559.4585516311,818605.2763260334,836559.4585516311,818605.2763260334
3.35,0.2,0.2,836559.4585714571,818605.2820059074,836559.4585714571,818605.2820059074
3.36,0.28,0.28,836559.4585992147,818605.2876857471,836559.4585992147,818605.2876857471
3.37,0.32,0.32,836559.4586309372,818605.2933655666,836559.4586309372,818605.2933655666
3.38,0.35,0.35,836559.4586656326,818605.299045368,836559.4586656326,818605.299045368
3.39,0.39,0.39,836559.4587042949,818605.3047251451,836559.4587042949,818605.3047251451
3.4,0.41,0.41,836559.4587449386,818605.310404908,836559.4587449386,818605.310404908
3.41,0.44,0.44,836559.4587885573,818605.3160846488,836559.4587885573,818605.3160846488
3.42,0.45,0.45,836559.4588331658,818605.3217643815,836559.4588331658,818605.3217643815
3.43,0.46,0.46,836559.458878766,818605.3274441061,836559.458878766,818605.3274441061
3.44,0.47,0.47,836559.4589253579,818605.3331238226,836559.4589253579,818605.3331238226
3.45,0.48,0.48,836559.4589729415,818605.338803531,836559.4589729415,818605.338803531
3.46,0.51,0.51,836559.4590234982,818605.3444832133,836559.4590234982,818605.3444832133
3.47,0.52,0.52,836559.4590750466,818605.3501628874,836559.4590750466,818605.3501628874
3.48,0.54,0.54,836559.4591285784,818605.3558425433,836559.4591285784,818605.3558425433
3.49,0.56,0.56,836559.4591840915,818605.361522181,836559.4591840915,818605.361522181
3.5,0.58,0.58,836559.4592415881,818605.3672017986,836559.4592415881,818605.3672017986
3.51,0.58,0.58,836559.4592990847,818605.3728814161,836559.4592990847,818605.3728814161
3.52,0.53,0.53,836559.4593516248,818605.3785610821,836559.4593516248,818605.3785610821
3.53,0.5,0.5,836559.4594011898,818605.3842407744,836559.4594011898,818605.3842407744
3.54,0.45,0.45,836559.4594457983,818605.3899205071,836559.4594457983,818605.3899205071
3.55,0.4,0.4,836559.4594854503,818605.3956002761,836559.4594854503,818605.3956002761
3.56,0.37,0.37,836559.4595221292,818605.4012800653,836559.4595221292,818605.4012800653
3.57,0.31,0.31,836559.4595528599,818605.4069598909,836559.4595528599,818605.4069598909
3.58,0.29,0.29,836559.4595816092,818605.4126397265,836559.4595816092,818605.4126397265
3.59,0.25,0.25,836559.4596063917,818605.4183195804,836559.4596063917,818605.4183195804
3.6,0.19,0.19,836559.459625226,818605.4239994565,836559.459625226,818605.4239994565
3.61,0.11,0.11,836559.4596361306,818605.4296793548,836559.4596361306,818605.4296793548
3.62,359.97,359.97,836559.4596331576,818605.4353592611,836559.4596331576,818605.4353592611
3.63,359.9,359.9,836559.4596232446,818605.4410391615,836559.4596232446,818605.4410391615
3.64,359.83,359.83,836559.4596063917,818605.4467190437,836559.4596063917,818605.4467190437
3.65,359.78,359.78,836559.4595845822,818605.4523989096,836559.4595845822,818605.4523989096
3.66,359.73,359.73,836559.4595578164,818605.4580787554,836559.4595578164,818605.4580787554
3.67,359.68,359.68,836559.459526094,818605.4637585749,836559.459526094,818605.4637585749
3.68,359.68,359.68,836559.4594943715,818605.4694383944,836559.4594943715,818605.4694383944
3.69,359.69,359.69,836559.4594636409,818605.47511822,836559.4594636409,818605.47511822
3.7,359.71,359.71,836559.4594348916,818605.4807980557,836559.4594348916,818605.4807980557
3.71,359.75,359.75,836559.4594101091,818605.4864779095,836559.4594101091,818605.4864779095
3.72,359.78,359.78,836559.4593882997,818605.4921577756,836559.4593882997,818605.4921577756
3.73,359.82,359.82,836559.4593704551,818605.4978376556,836559.4593704551,818605.4978376556
3.74,359.81,359.81,836559.4593516208,818605.5035175317,836559.4593516208,818605.5035175317
3.75,359.81,359.81,836559.4593327865,818605.5091974078,836559.4593327865,818605.5091974078
3.76,359.83,359.83,836559.4593159336,818605.5148772899,836559.4593159336,818605.5148772899
3.77,359.86,359.86,836559.4593020559,818605.5205571802,836559.4593020559,818605.5205571802
3.78,359.94,359.94,836559.4592961076,818605.5262370845,836559.4592961076,818605.5262370845
3.79,359.98,359.98,836559.4592941243,818605.5319169929,836559.4592941243,818605.5319169929
3.8,0.0,0.0,836559.4592941243,818605.5375969013,836559.4592941243,818605.5375969013
3.81,0.01,0.01,836559.4592951159,818605.5432768096,836559.4592951159,818605.5432768096
3.82,0.01,0.01,836559.4592961076,818605.5489567181,836559.4592961076,818605.5489567181
3.83,0.0,0.0,836559.4592961076,818605.5546366264,836559.4592961076,818605.5546366264
3.84,360.0,360.0,836559.4592961076,818605.5603165348,836559.4592961076,818605.5603165348
3.85,360.0,360.0,836559.4592961076,818605.5659964433,836559.4592961076,818605.5659964433
3.86,359.99,359.99,836559.4592951159,818605.5716763516,836559.4592951159,818605.5716763516
3.87,359.98,359.98,836559.4592931325,818605.57735626,836559.4592931325,818605.57735626
3.88,359.94,359.94,836559.4592871843,818605.5830361644,836559.4592871843,818605.5830361644
3.89,359.91,359.91,836559.459278263,818605.5887160647,836559.459278263,818605.5887160647
3.9,359.89,359.89,836559.4592673583,818605.594395963,836559.4592673583,818605.594395963
