Timestamp_(ms),Type,step,Magnetic_Field_Magnitude,gyroSumFromstart0,compass,GroundTruth,value_4,value_5,turns,GroundTruthHeadingComputed,GyroStartByGroundTruth
1740465055373,Compass,0.0,69.85951304224787,0.138318,8.760437,0.0,0.0,0.0,0,7.618305671426299,0.1383180000000266
1740465055393,Compass,0.0,70.11040400682342,-0.08150562,6.006195,0.0,0.0,0.0,0,7.618305671426299,359.91849438
1740465055414,Compass,0.0,70.1603075107286,-0.21735713,5.789673,0.0,0.0,0.0,0,7.618305671426299,359.78264287
1740465055433,Compass,0.0,70.40055597259158,-0.31386584,5.5979004,0.0,0.0,0.0,0,7.618305671426299,359.68613416
1740465055453,Compass,0.0,70.66450775495433,-0.37094232,5.978302,0.0,0.0,0.0,0,7.618305671426299,359.62905768
1740465055473,Compass,0.0,71.11942530877201,-0.3375892,5.7389526,0.0,0.0,0.0,0,7.618305671426299,359.6624108
1740465055493,Compass,0.0,71.1100874085386,-0.2645105,4.5854187,0.0,0.0,0.0,0,7.618305671426299,359.7354895
1740465055513,Compass,0.0,70.88514036806303,-0.2339553,7.3648987,0.0,0.0,0.0,0,7.618305671426299,359.7660447
1740465055533,Compass,0.0,70.90960354564112,-0.22134422,6.545105,0.0,0.0,0.0,0,7.618305671426299,359.77865578
1740465055553,Compass,0.0,71.03314037299774,-0.10399692,5.5701294,0.0,0.0,0.0,0,7.618305671426299,359.89600308
1740465055573,Compass,0.0,71.12694966572094,-0.04510027,4.7588196,0.0,0.0,0.0,0,7.618305671426299,359.95489973
1740465055593,Compass,0.0,71.08819346417519,-0.0408072,6.2372437,0.0,0.0,0.0,0,7.618305671426299,359.9591928
1740465055613,Compass,0.0,70.9441626827042,-0.05077336,5.5117188,0.0,0.0,0.0,0,7.618305671426299,359.94922664
1740465055633,Compass,0.0,70.84440477200722,-0.056472726,4.562866,0.0,0.0,0.0,0,7.618305671426299,359.943527274
1740465055653,Compass,0.0,70.70554035929575,-0.111976475,5.194458,0.0,0.0,0.0,0,7.618305671426299,359.888023525
1740465055673,Compass,0.0,70.54259573123178,-0.1636098,4.4728394,0.0,0.0,0.0,0,7.618305671426299,359.8363902
1740465055693,Compass,0.0,70.80999002612555,-0.15547833,3.5576172,0.0,0.0,0.0,0,7.618305671426299,359.84452167
1740465055714,Compass,0.0,70.63130502829465,-0.040676903,4.97995,0.0,0.0,0.0,0,7.618305671426299,359.959323097
1740465055733,Compass,0.0,70.40643725008388,0.07017483,5.3555603,0.0,0.0,0.0,0,7.618305671426299,0.07017482999998492
1740465055753,Compass,0.0,70.15109251643912,0.11452948,5.8778687,0.0,0.0,0.0,0,7.618305671426299,0.11452947999998742
1740465055773,Compass,0.0,70.25386443997226,0.025075294,8.819183,0.0,0.0,0.0,0,7.618305671426299,0.025075293999975656
1740465055793,Compass,0.0,70.15883207943246,-0.0715551,7.2466125,0.0,0.0,0.0,0,7.618305671426299,359.9284449
1740465055813,Compass,0.0,70.08267996623702,-0.109776236,4.8013916,0.0,0.0,0.0,0,7.618305671426299,359.890223764
1740465055834,Compass,0.0,69.93948276903397,-0.12543924,8.676117,0.0,0.0,0.0,0,7.618305671426299,359.87456076
1740465055853,Compass,0.0,70.0009486542861,-0.136879,8.808929,0.0,0.0,0.0,0,7.618305671426299,359.863121
1740465055873,Compass,0.0,70.04131035503262,-0.1665814,8.381561,0.0,0.0,0.0,0,7.618305671426299,359.8334186
1740465055893,Compass,0.0,70.35248862869031,-0.15909424,8.281982,0.0,0.0,0.0,0,7.618305671426299,359.84090576
1740465055913,Compass,0.0,70.27446193319447,-0.09702094,7.4917603,0.0,0.0,0.0,0,7.618305671426299,359.90297906
1740465055937,Compass,0.0,70.24755333817684,-0.091655225,6.0076904,0.0,0.0,0.0,0,7.618305671426299,359.908344775
1740465055953,Compass,0.0,70.02940230717381,-0.07246114,4.9636536,0.0,0.0,0.0,0,7.618305671426299,359.92753886
